X,Y,Z
759.1592,93.7966,1003.7170
760.1401,93.8513,1003.7123
761.1210,93.9025,1003.7082
762.1019,93.9501,1003.7046
763.0828,93.9940,1003.7015
764.0637,94.0342,1003.6989
765.0446,94.0706,1003.6969
766.0255,94.1033,1003.6954
767.0064,94.1321,1003.6945
767.9873,94.1571,1003.6941
768.9682,94.1782,1003.6943
769.9490,94.1954,1003.6951
770.9299,94.2087,1003.6964
771.9108,94.2181,1003.6983
772.8917,94.2235,1003.7008
773.8726,94.2250,1003.7038
774.8535,94.2225,1003.7074
775.8344,94.2161,1003.7115
776.8153,94.2057,1003.7163
777.7962,94.1915,1003.7216
778.7771,94.1733,1003.7274
779.7580,94.1512,1003.7338
780.7389,94.1253,1003.7408
781.7197,94.0955,1003.7483
782.7006,94.0619,1003.7564
783.6815,94.0245,1003.7651
784.6624,93.9834,1003.7742
785.6433,93.9385,1003.7839
786.6242,93.8901,1003.7941
787.6051,93.8380,1003.8049
788.5860,93.7824,1003.8161
789.5669,93.7232,1003.8279
790.5478,93.6607,1003.8402
791.5287,93.5948,1003.8529
792.5096,93.5255,1003.8661
793.4904,93.4531,1003.8798
794.4713,93.3775,1003.8939
795.4522,93.2988,1003.9085
796.4331,93.2171,1003.9235
797.4140,93.1325,1003.9390
798.3949,93.0451,1003.9548
799.3758,92.9550,1003.9710
800.3567,92.8622,1003.9876
801.3376,92.7668,1004.0046
802.3185,92.6690,1004.0220
803.2994,92.5689,1004.0396
804.2803,92.4665,1004.0576
805.2611,92.3619,1004.0759
806.2420,92.2554,1004.0945
807.2229,92.1468,1004.1134
808.2038,92.0365,1004.1326
809.1847,91.9245,1004.1519
810.1656,91.8109,1004.1716
811.1465,91.6958,1004.1914
812.1274,91.5794,1004.2114
813.1083,91.4617,1004.2316
814.0892,91.3429,1004.2520
815.0701,91.2231,1004.2725
816.0510,91.1025,1004.2931
817.0318,90.9811,1004.3138
818.0127,90.8591,1004.3347
818.9936,90.7366,1004.3556
819.9745,90.6137,1004.3765
820.9554,90.4905,1004.3975
821.9363,90.3673,1004.4185
822.9172,90.2441,1004.4395
823.8981,90.1210,1004.4605
824.8790,89.9981,1004.4814
825.8599,89.8757,1004.5023
826.8408,89.7537,1004.5231
827.8217,89.6324,1004.5439
828.8025,89.5119,1004.5645
829.7834,89.3922,1004.5850
830.7643,89.2735,1004.6053
831.7452,89.1560,1004.6255
832.7261,89.0397,1004.6455
833.7070,88.9248,1004.6653
834.6879,88.8114,1004.6849
835.6688,88.6996,1004.7042
836.6497,88.5895,1004.7233
837.6306,88.4812,1004.7422
838.6115,88.3749,1004.7607
839.5924,88.2706,1004.7790
840.5732,88.1685,1004.7970
841.5541,88.0686,1004.8146
842.5350,87.9711,1004.8319
843.5159,87.8761,1004.8488
844.4968,87.7836,1004.8654
845.4777,87.6938,1004.8816
846.4586,87.6067,1004.8974
847.4395,87.5225,1004.9128
848.4204,87.4412,1004.9277
849.4013,87.3629,1004.9422
850.3822,87.2877,1004.9563
851.3631,87.2156,1004.9699
852.3439,87.1468,1004.9831
853.3248,87.0813,1004.9958
854.3057,87.0192,1005.0080
855.2866,86.9605,1005.0197
856.2675,86.9053,1005.0309
857.2484,86.8537,1005.0415
858.2293,86.8057,1005.0517
859.2102,86.7613,1005.0613
860.1911,86.7206,1005.0704
861.1720,86.6837,1005.0790
862.1529,86.6506,1005.0870
863.1338,86.6213,1005.0945
864.1146,86.5958,1005.1014
865.0955,86.5742,1005.1077
866.0764,86.5565,1005.1135
867.0573,86.5427,1005.1187
868.0382,86.5329,1005.1234
869.0191,86.5270,1005.1275
100.0000,89.2200,1002.4568
100.9809,89.2216,1002.4597
101.9618,89.2263,1002.4620
102.9427,89.2342,1002.4636
103.9236,89.2452,1002.4647
104.9045,89.2594,1002.4650
105.8854,89.2767,1002.4648
106.8662,89.2970,1002.4639
107.8471,89.3205,1002.4624
108.8280,89.3470,1002.4603
109.8089,89.3765,1002.4576
110.7898,89.4090,1002.4543
111.7707,89.4445,1002.4503
112.7516,89.4829,1002.4458
113.7325,89.5243,1002.4407
114.7134,89.5684,1002.4350
115.6943,89.6154,1002.4288
116.6752,89.6651,1002.4220
117.6561,89.7175,1002.4147
118.6369,89.7725,1002.4068
119.6178,89.8301,1002.3984
120.5987,89.8903,1002.3895
121.5796,89.9530,1002.3801
122.5605,90.0180,1002.3702
123.5414,90.0854,1002.3598
124.5223,90.1550,1002.3490
125.5032,90.2269,1002.3378
126.4841,90.3009,1002.3261
127.4650,90.3769,1002.3140
128.4459,90.4549,1002.3014
129.4268,90.5348,1002.2886
130.4076,90.6165,1002.2753
131.3885,90.6999,1002.2617
132.3694,90.7850,1002.2478
133.3503,90.8716,1002.2335
134.3312,90.9597,1002.2190
135.3121,91.0491,1002.2042
136.2930,91.1399,1002.1891
137.2739,91.2318,1002.1738
138.2548,91.3248,1002.1583
139.2357,91.4188,1002.1425
140.2166,91.5138,1002.1266
141.1975,91.6095,1002.1105
142.1783,91.7059,1002.0943
143.1592,91.8030,1002.0779
144.1401,91.9005,1002.0615
145.1210,91.9985,1002.0449
146.1019,92.0968,1002.0284
147.0828,92.1952,1002.0117
148.0637,92.2938,1001.9951
149.0446,92.3924,1001.9784
150.0255,92.4909,1001.9618
151.0064,92.5892,1001.9451
151.9873,92.6872,1001.9286
152.9682,92.7849,1001.9121
153.9490,92.8820,1001.8958
154.9299,92.9785,1001.8795
155.9108,93.0743,1001.8634
156.8917,93.1693,1001.8475
157.8726,93.2635,1001.8317
158.8535,93.3566,1001.8162
159.8344,93.4487,1001.8008
160.8153,93.5396,1001.7857
161.7962,93.6292,1001.7709
162.7771,93.7175,1001.7563
163.7580,93.8043,1001.7420
164.7389,93.8895,1001.7280
165.7197,93.9732,1001.7144
166.7006,94.0551,1001.7011
167.6815,94.1352,1001.6882
168.6624,94.2135,1001.6756
169.6433,94.2897,1001.6635
170.6242,94.3640,1001.6517
171.6051,94.4361,1001.6404
172.5860,94.5060,1001.6295
173.5669,94.5737,1001.6191
174.5478,94.6390,1001.6091
175.5287,94.7020,1001.5997
176.5096,94.7625,1001.5907
177.4904,94.8204,1001.5822
178.4713,94.8758,1001.5743
179.4522,94.9285,1001.5669
180.4331,94.9786,1001.5600
181.4140,95.0259,1001.5537
182.3949,95.0704,1001.5480
183.3758,95.1120,1001.5428
184.3567,95.1508,1001.5382
185.3376,95.1867,1001.5342
186.3185,95.2196,1001.5308
187.2994,95.2495,1001.5280
188.2803,95.2764,1001.5258
189.2611,95.3002,1001.5243
190.2420,95.3210,1001.5233
191.2229,95.3386,1001.5230
192.2038,95.3532,1001.5233
193.1847,95.3646,1001.5242
194.1656,95.3729,1001.5258
195.1465,95.3780,1001.5280
196.1274,95.3800,1001.5308
197.1083,95.3788,1001.5343
198.0892,95.3745,1001.5384
199.0701,95.3670,1001.5432
200.0510,95.3563,1001.5485
201.0318,95.3426,1001.5546
202.0127,95.3257,1001.5612
202.9936,95.3057,1001.5685
203.9745,95.2826,1001.5764
204.9554,95.2565,1001.5849
205.9363,95.2273,1001.5940
206.9172,95.1952,1001.6037
207.8981,95.1601,1001.6141
208.8790,95.1220,1001.6250
209.8599,95.0811,1001.6365
210.8408,95.0373,1001.6485
211.8217,94.9907,1001.6612
212.8025,94.9413,1001.6744
213.7834,94.8892,1001.6881
214.7643,94.8345,1001.7024
215.7452,94.7772,1001.7172
216.7261,94.7173,1001.7325
217.7070,94.6550,1001.7483
218.6879,94.5903,1001.7647
219.6688,94.5232,1001.7814
220.6497,94.4538,1001.7987
221.6306,94.3822,1001.8164
222.6115,94.3085,1001.8345
223.5924,94.2327,1001.8530
224.5732,94.1550,1001.8719
225.5541,94.0753,1001.8912
226.5350,93.9938,1001.9109
227.5159,93.9106,1001.9310
228.4968,93.8257,1001.9513
229.4777,93.7393,1001.9720
230.4586,93.6514,1001.9930
231.4395,93.5621,1002.0142
232.4204,93.4715,1002.0357
233.4013,93.3798,1002.0575
234.3822,93.2869,1002.0795
235.3631,93.1930,1002.1017
236.3439,93.0982,1002.1241
237.3248,93.0025,1002.1466
238.3057,92.9062,1002.1693
239.2866,92.8092,1002.1921
240.2675,92.7117,1002.2150
241.2484,92.6138,1002.2380
242.2293,92.5155,1002.2611
243.2102,92.4171,1002.2842
244.1911,92.3185,1002.3073
245.1720,92.2199,1002.3304
246.1529,92.1214,1002.3536
247.1338,92.0230,1002.3766
248.1146,91.9250,1002.3997
249.0955,91.8273,1002.4226
250.0764,91.7301,1002.4455
251.0573,91.6335,1002.4682
252.0382,91.5376,1002.4908
253.0191,91.4425,1002.5132
254.0000,91.3482,1002.5355
254.9809,91.2549,1002.5575
255.9618,91.1627,1002.5794
256.9427,91.0717,1002.6010
257.9236,90.9819,1002.6224
258.9045,90.8935,1002.6434
259.8854,90.8065,1002.6642
260.8662,90.7210,1002.6847
261.8471,90.6372,1002.7049
262.8280,90.5550,1002.7247
263.8089,90.4747,1002.7441
264.7898,90.3962,1002.7632
265.7707,90.3197,1002.7819
266.7516,90.2452,1002.8002
267.7325,90.1728,1002.8180
268.7134,90.1026,1002.8354
269.6943,90.0346,1002.8524
270.6752,89.9690,1002.8689
271.6561,89.9057,1002.8849
272.6369,89.8450,1002.9004
273.6178,89.7867,1002.9154
274.5987,89.7310,1002.9299
275.5796,89.6779,1002.9438
276.5605,89.6275,1002.9572
277.5414,89.5799,1002.9701
278.5223,89.5350,1002.9823
279.5032,89.4930,1002.9941
280.4841,89.4539,1003.0052
281.4650,89.4176,1003.0157
282.4459,89.3844,1003.0257
283.4268,89.3541,1003.0350
284.4076,89.3268,1003.0438
285.3885,89.3026,1003.0519
286.3694,89.2815,1003.0594
287.3503,89.2634,1003.0663
288.3312,89.2485,1003.0725
289.3121,89.2367,1003.0782
290.2930,89.2280,1003.0832
291.2739,89.2225,1003.0875
292.2548,89.2201,1003.0912
293.2357,89.2209,1003.0943
294.2166,89.2248,1003.0967
295.1975,89.2319,1003.0985
296.1783,89.2422,1003.0997
297.1592,89.2555,1003.1003
298.1401,89.2720,1003.1002
299.1210,89.2916,1003.0994
300.1019,89.3143,1003.0981
301.0828,89.3401,1003.0961
302.0637,89.3688,1003.0936
303.0446,89.4006,1003.0904
304.0255,89.4354,1003.0866
305.0064,89.4731,1003.0822
305.9873,89.5137,1003.0773
306.9682,89.5571,1003.0718
307.9490,89.6034,1003.0657
308.9299,89.6524,1003.0590
309.9108,89.7041,1003.0518
310.8917,89.7585,1003.0441
311.8726,89.8155,1003.0358
312.8535,89.8750,1003.0270
313.8344,89.9371,1003.0177
314.8153,90.0015,1003.0080
315.7962,90.0683,1002.9977
316.7771,90.1374,1002.9870
317.7580,90.2087,1002.9759
318.7389,90.2822,1002.9643
319.7197,90.3577,1002.9523
320.7006,90.4352,1002.9399
321.6815,90.5146,1002.9271
322.6624,90.5959,1002.9139
323.6433,90.6789,1002.9004
324.6242,90.7636,1002.8865
325.6051,90.8498,1002.8724
326.5860,90.9375,1002.8579
327.5669,91.0266,1002.8432
328.5478,91.1171,1002.8281
329.5287,91.2087,1002.8129
330.5096,91.3015,1002.7974
331.4904,91.3952,1002.7817
332.4713,91.4899,1002.7658
333.4522,91.5855,1002.7498
334.4331,91.6818,1002.7336
335.4140,91.7787,1002.7173
336.3949,91.8761,1002.7009
337.3758,91.9740,1002.6843
338.3567,92.0722,1002.6678
339.3376,92.1706,1002.6511
340.3185,92.2692,1002.6345
341.2994,92.3678,1002.6178
342.2803,92.4663,1002.6012
343.2611,92.5647,1002.5845
344.2420,92.6628,1002.5680
345.2229,92.7605,1002.5515
346.2038,92.8578,1002.5351
347.1847,92.9544,1002.5188
348.1656,93.0504,1002.5027
349.1465,93.1457,1002.4867
350.1274,93.2400,1002.4709
351.1083,93.3334,1002.4553
352.0892,93.4258,1002.4399
353.0701,93.5170,1002.4247
354.0510,93.6069,1002.4098
355.0318,93.6955,1002.3952
356.0127,93.7827,1002.3808
356.9936,93.8684,1002.3668
357.9745,93.9524,1002.3530
358.9554,94.0348,1002.3396
359.9363,94.1154,1002.3266
360.9172,94.1941,1002.3140
361.8981,94.2709,1002.3017
362.8790,94.3456,1002.2899
363.8599,94.4183,1002.2784
364.8408,94.4888,1002.2674
365.8217,94.5570,1002.2569
366.8025,94.6229,1002.2468
367.7834,94.6865,1002.2372
368.7643,94.7476,1002.2282
369.7452,94.8062,1002.2196
370.7261,94.8622,1002.2115
371.7070,94.9156,1002.2040
372.6879,94.9663,1002.1970
373.6688,95.0143,1002.1905
374.6497,95.0595,1002.1846
375.6306,95.1019,1002.1793
376.6115,95.1414,1002.1746
377.5924,95.1780,1002.1704
378.5732,95.2116,1002.1669
379.5541,95.2423,1002.1639
380.5350,95.2699,1002.1616
381.5159,95.2945,1002.1599
382.4968,95.3161,1002.1587
383.4777,95.3345,1002.1583
384.4586,95.3498,1002.1584
385.4395,95.3620,1002.1592
386.4204,95.3711,1002.1606
387.4013,95.3770,1002.1626
388.3822,95.3798,1002.1653
389.3631,95.3794,1002.1686
390.3439,95.3758,1002.1726
391.3248,95.3691,1002.1772
392.3057,95.3593,1002.1824
393.2866,95.3463,1002.1882
394.2675,95.3302,1002.1947
395.2484,95.3110,1002.2019
396.2293,95.2887,1002.2096
397.2102,95.2633,1002.2179
398.1911,95.2349,1002.2269
399.1720,95.2035,1002.2365
400.1529,95.1691,1002.2467
401.1338,95.1318,1002.2574
402.1146,95.0916,1002.2688
403.0955,95.0485,1002.2807
404.0764,95.0026,1002.2932
405.0573,94.9539,1002.3063
406.0382,94.9025,1002.3199
407.0191,94.8484,1002.3340
408.0000,94.7918,1002.3487
408.9809,94.7325,1002.3639
409.9618,94.6708,1002.3796
410.9427,94.6067,1002.3958
411.9236,94.5402,1002.4124
412.9045,94.4713,1002.4296
413.8854,94.4003,1002.4471
414.8662,94.3271,1002.4652
415.8471,94.2518,1002.4836
416.8280,94.1746,1002.5024
417.8089,94.0954,1002.5216
418.7898,94.0144,1002.5412
419.7707,93.9316,1002.5612
420.7516,93.8471,1002.5814
421.7325,93.7611,1002.6020
422.7134,93.6735,1002.6230
423.6943,93.5846,1002.6441
424.6752,93.4943,1002.6656
425.6561,93.4028,1002.6873
426.6369,93.3102,1002.7092
427.6178,93.2165,1002.7314
428.5987,93.1219,1002.7537
429.5796,93.0265,1002.7762
430.5605,92.9303,1002.7988
431.5414,92.8335,1002.8216
432.5223,92.7361,1002.8445
433.5032,92.6383,1002.8675
434.4841,92.5401,1002.8905
435.4650,92.4417,1002.9136
436.4459,92.3431,1002.9368
437.4268,92.2445,1002.9599
438.4076,92.1460,1002.9830
439.3885,92.0476,1003.0061
440.3694,91.9495,1003.0292
441.3503,91.8517,1003.0521
442.3312,91.7544,1003.0750
443.3121,91.6576,1003.0978
444.2930,91.5615,1003.1204
445.2739,91.4662,1003.1429
446.2548,91.3717,1003.1652
447.2357,91.2782,1003.1873
448.2166,91.1857,1003.2092
449.1975,91.0943,1003.2309
450.1783,91.0042,1003.2523
451.1592,90.9155,1003.2735
452.1401,90.8281,1003.2943
453.1210,90.7422,1003.3149
454.1019,90.6580,1003.3351
455.0828,90.5754,1003.3550
456.0637,90.4946,1003.3746
457.0446,90.4157,1003.3937
458.0255,90.3386,1003.4125
459.0064,90.2636,1003.4309
459.9873,90.1907,1003.4489
460.9682,90.1199,1003.4664
461.9490,90.0514,1003.4834
462.9299,89.9852,1003.5000
463.9108,89.9213,1003.5162
464.8917,89.8599,1003.5318
465.8726,89.8010,1003.5469
466.8535,89.7447,1003.5615
467.8344,89.6909,1003.5756
468.8153,89.6399,1003.5892
469.7962,89.5915,1003.6021
470.7771,89.5460,1003.6146
471.7580,89.5032,1003.6264
472.7389,89.4634,1003.6377
473.7197,89.4264,1003.6484
474.7006,89.3924,1003.6585
475.6815,89.3614,1003.6680
476.6624,89.3333,1003.6769
477.6433,89.3084,1003.6852
478.6242,89.2865,1003.6928
479.6051,89.2676,1003.6999
480.5860,89.2519,1003.7063
481.5669,89.2393,1003.7121
482.5478,89.2299,1003.7172
483.5287,89.2236,1003.7217
484.5096,89.2204,1003.7256
485.4904,89.2204,1003.7288
486.4713,89.2236,1003.7314
487.4522,89.2299,1003.7334
488.4331,89.2393,1003.7347
489.4140,89.2519,1003.7354
490.3949,89.2676,1003.7355
491.3758,89.2865,1003.7349
492.3567,89.3084,1003.7337
493.3376,89.3333,1003.7319
494.3185,89.3614,1003.7295
495.2994,89.3924,1003.7265
496.2803,89.4264,1003.7229
497.2611,89.4634,1003.7186
498.2420,89.5032,1003.7138
499.2229,89.5460,1003.7084
500.2038,89.5915,1003.7025
501.1847,89.6399,1003.6960
502.1656,89.6909,1003.6889
503.1465,89.7447,1003.6813
504.1274,89.8010,1003.6732
505.1083,89.8599,1003.6645
506.0892,89.9213,1003.6554
507.0701,89.9852,1003.6457
508.0510,90.0514,1003.6356
509.0318,90.1199,1003.6250
510.0127,90.1907,1003.6139
510.9936,90.2636,1003.6025
511.9745,90.3386,1003.5906
512.9554,90.4157,1003.5782
513.9363,90.4946,1003.5656
514.9172,90.5754,1003.5525
515.8981,90.6580,1003.5391
516.8790,90.7422,1003.5253
517.8599,90.8281,1003.5112
518.8408,90.9155,1003.4968
519.8217,91.0042,1003.4821
520.8025,91.0943,1003.4672
521.7834,91.1857,1003.4520
522.7643,91.2782,1003.4365
523.7452,91.3717,1003.4209
524.7261,91.4662,1003.4051
525.7070,91.5615,1003.3891
526.6879,91.6576,1003.3729
527.6688,91.7544,1003.3566
528.6497,91.8517,1003.3402
529.6306,91.9495,1003.3237
530.6115,92.0476,1003.3072
531.5924,92.1460,1003.2905
532.5732,92.2445,1003.2739
533.5541,92.3431,1003.2572
534.5350,92.4417,1003.2406
535.5159,92.5401,1003.2239
536.4968,92.6383,1003.2074
537.4777,92.7361,1003.1909
538.4586,92.8335,1003.1744
539.4395,92.9303,1003.1581
540.4204,93.0265,1003.1420
541.4013,93.1219,1003.1259
542.3822,93.2165,1003.1101
543.3631,93.3102,1003.0944
544.3439,93.4028,1003.0790
545.3248,93.4943,1003.0637
546.3057,93.5846,1003.0488
547.2866,93.6735,1003.0340
548.2675,93.7611,1003.0196
549.2484,93.8471,1003.0055
550.2293,93.9316,1002.9917
551.2102,94.0144,1002.9782
552.1911,94.0954,1002.9651
553.1720,94.1746,1002.9523
554.1529,94.2518,1002.9400
555.1338,94.3271,1002.9280
556.1146,94.4003,1002.9165
557.0955,94.4713,1002.9054
558.0764,94.5402,1002.8947
559.0573,94.6067,1002.8846
560.0382,94.6708,1002.8749
561.0191,94.7325,1002.8656
562.0000,94.7918,1002.8569
562.9809,94.8484,1002.8487
563.9618,94.9025,1002.8410
564.9427,94.9539,1002.8339
565.9236,95.0026,1002.8273
566.9045,95.0485,1002.8213
567.8854,95.0916,1002.8158
568.8662,95.1318,1002.8109
569.8471,95.1691,1002.8067
570.8280,95.2035,1002.8030
571.8089,95.2349,1002.7999
572.7898,95.2633,1002.7974
573.7707,95.2887,1002.7955
574.7516,95.3110,1002.7942
575.7325,95.3302,1002.7936
576.7134,95.3463,1002.7936
577.6943,95.3593,1002.7942
578.6752,95.3691,1002.7954
579.6561,95.3758,1002.7973
580.6369,95.3794,1002.7998
581.6178,95.3798,1002.8030
582.5987,95.3770,1002.8068
583.5796,95.3711,1002.8112
584.5605,95.3620,1002.8163
585.5414,95.3498,1002.8220
586.5223,95.3345,1002.8283
587.5032,95.3161,1002.8353
588.4841,95.2945,1002.8428
589.4650,95.2699,1002.8510
590.4459,95.2423,1002.8599
591.4268,95.2116,1002.8693
592.4076,95.1780,1002.8793
593.3885,95.1414,1002.8899
594.3694,95.1019,1002.9011
595.3503,95.0595,1002.9129
596.3312,95.0143,1002.9253
597.3121,94.9663,1002.9382
598.2930,94.9156,1002.9517
599.2739,94.8622,1002.9657
600.2548,94.8062,1002.9802
601.2357,94.7476,1002.9953
602.2166,94.6865,1003.0109
603.1975,94.6229,1003.0269
604.1783,94.5570,1003.0435
605.1592,94.4888,1003.0605
606.1401,94.4183,1003.0780
607.1210,94.3456,1003.0959
608.1019,94.2709,1003.1142
609.0828,94.1941,1003.1329
610.0637,94.1154,1003.1520
611.0446,94.0348,1003.1715
612.0255,93.9524,1003.1914
613.0064,93.8684,1003.2116
613.9873,93.7827,1003.2321
614.9682,93.6955,1003.2529
615.9490,93.6069,1003.2741
616.9299,93.5170,1003.2955
617.9108,93.4258,1003.3171
618.8917,93.3334,1003.3390
619.8726,93.2400,1003.3611
620.8535,93.1457,1003.3833
621.8344,93.0504,1003.4058
622.8153,92.9544,1003.4284
623.7962,92.8578,1003.4512
624.7771,92.7605,1003.4740
625.7580,92.6628,1003.4970
626.7389,92.5647,1003.5200
627.7197,92.4663,1003.5431
628.7006,92.3678,1003.5662
629.6815,92.2692,1003.5894
630.6624,92.1706,1003.6125
631.6433,92.0722,1003.6356
632.6242,91.9740,1003.6587
633.6051,91.8761,1003.6816
634.5860,91.7787,1003.7046
635.5669,91.6818,1003.7273
636.5478,91.5855,1003.7500
637.5287,91.4899,1003.7725
638.5096,91.3952,1003.7949
639.4904,91.3015,1003.8170
640.4713,91.2087,1003.8390
641.4522,91.1171,1003.8607
642.4331,91.0266,1003.8822
643.4140,90.9375,1003.9034
644.3949,90.8498,1003.9244
645.3758,90.7636,1003.9450
646.3567,90.6789,1003.9653
647.3376,90.5959,1003.9853
648.3185,90.5146,1004.0050
649.2994,90.4352,1004.0242
650.2803,90.3577,1004.0431
651.2611,90.2822,1004.0616
652.2420,90.2087,1004.0797
653.2229,90.1374,1004.0973
654.2038,90.0683,1004.1145
655.1847,90.0015,1004.1312
656.1656,89.9371,1004.1474
657.1465,89.8750,1004.1632
658.1274,89.8155,1004.1784
659.1083,89.7585,1004.1932
660.0892,89.7041,1004.2074
661.0701,89.6524,1004.2211
662.0510,89.6034,1004.2342
663.0318,89.5571,1004.2468
664.0127,89.5137,1004.2588
664.9936,89.4731,1004.2702
665.9745,89.4354,1004.2810
666.9554,89.4006,1004.2913
667.9363,89.3688,1004.3009
668.9172,89.3401,1004.3100
669.8981,89.3143,1004.3184
670.8790,89.2916,1004.3262
671.8599,89.2720,1004.3334
672.8408,89.2555,1004.3400
673.8217,89.2422,1004.3459
674.8025,89.2319,1004.3512
675.7834,89.2248,1004.3559
676.7643,89.2209,1004.3599
677.7452,89.2201,1004.3633
678.7261,89.2225,1004.3661
679.7070,89.2280,1004.3682
680.6879,89.2367,1004.3697
681.6688,89.2485,1004.3706
682.6497,89.2634,1004.3708
683.6306,89.2815,1004.3704
684.6115,89.3026,1004.3693
685.5924,89.3268,1004.3677
686.5732,89.3541,1004.3654
687.5541,89.3844,1004.3626
688.5350,89.4176,1004.3591
689.5159,89.4539,1004.3550
690.4968,89.4930,1004.3503
691.4777,89.5350,1004.3451
692.4586,89.5799,1004.3393
693.4395,89.6275,1004.3329
694.4204,89.6779,1004.3260
695.4013,89.7310,1004.3185
696.3822,89.7867,1004.3105
697.3631,89.8450,1004.3020
698.3439,89.9057,1004.2929
699.3248,89.9690,1004.2834
700.3057,90.0346,1004.2734
701.2866,90.1026,1004.2629
702.2675,90.1728,1004.2520
703.2484,90.2452,1004.2406
704.2293,90.3197,1004.2288
705.2102,90.3962,1004.2166
706.1911,90.4747,1004.2040
707.1720,90.5550,1004.1910
708.1529,90.6372,1004.1777
709.1338,90.7210,1004.1640
710.1146,90.8065,1004.1500
711.0955,90.8935,1004.1357
712.0764,90.9819,1004.1211
713.0573,91.0717,1004.1062
714.0382,91.1627,1004.0910
715.0191,91.2549,1004.0757
716.0000,91.3482,1004.0601
716.9809,91.4425,1004.0443
717.9618,91.5376,1004.0283
718.9427,91.6335,1004.0122
719.9236,91.7301,1003.9960
720.9045,91.8273,1003.9796
721.8854,91.9250,1003.9631
722.8662,92.0230,1003.9466
723.8471,92.1214,1003.9299
724.8280,92.2199,1003.9133
725.8089,92.3185,1003.8966
726.7898,92.4171,1003.8800
727.7707,92.5155,1003.8633
728.7516,92.6138,1003.8468
729.7325,92.7117,1003.8302
730.7134,92.8092,1003.8138
731.6943,92.9062,1003.7975
732.6752,93.0025,1003.7812
733.6561,93.0982,1003.7652
734.6369,93.1930,1003.7493
735.6178,93.2869,1003.7336
736.5987,93.3798,1003.7181
737.5796,93.4715,1003.7028
738.5605,93.5621,1003.6877
739.5414,93.6514,1003.6729
740.5223,93.7393,1003.6584
741.5032,93.8257,1003.6442
742.4841,93.9106,1003.6303
743.4650,93.9938,1003.6168
744.4459,94.0753,1003.6036
745.4268,94.1550,1003.5907
746.4076,94.2327,1003.5783
747.3885,94.3085,1003.5662
748.3694,94.3822,1003.5546
749.3503,94.4538,1003.5434
750.3312,94.5232,1003.5326
751.3121,94.5903,1003.5223
752.2930,94.6550,1003.5125
753.2739,94.7173,1003.5031
754.2548,94.7772,1003.4943
755.2357,94.8345,1003.4860
756.2166,94.8892,1003.4782
757.1975,94.9413,1003.4709
758.1783,94.9907,1003.4642
759.1592,95.0373,1003.4580
760.1401,95.0811,1003.4524
761.1210,95.1220,1003.4474
762.1019,95.1601,1003.4429
763.0828,95.1952,1003.4391
764.0637,95.2273,1003.4358
765.0446,95.2565,1003.4332
766.0255,95.2826,1003.4311
767.0064,95.3057,1003.4297
767.9873,95.3257,1003.4289
768.9682,95.3426,1003.4288
769.9490,95.3563,1003.4292
770.9299,95.3670,1003.4303
771.9108,95.3745,1003.4320
772.8917,95.3788,1003.4344
773.8726,95.3800,1003.4374
774.8535,95.3780,1003.4410
775.8344,95.3729,1003.4453
776.8153,95.3646,1003.4502
777.7962,95.3532,1003.4557
778.7771,95.3386,1003.4619
779.7580,95.3210,1003.4687
780.7389,95.3002,1003.4761
781.7197,95.2764,1003.4842
782.7006,95.2495,1003.4929
783.6815,95.2196,1003.5021
784.6624,95.1867,1003.5120
785.6433,95.1508,1003.5225
786.6242,95.1120,1003.5335
787.6051,95.0704,1003.5452
788.5860,95.0259,1003.5574
789.5669,94.9786,1003.5702
790.5478,94.9285,1003.5835
791.5287,94.8758,1003.5974
792.5096,94.8204,1003.6118
793.4904,94.7625,1003.6267
794.4713,94.7020,1003.6422
795.4522,94.6390,1003.6581
796.4331,94.5737,1003.6746
797.4140,94.5060,1003.6914
798.3949,94.4361,1003.7088
799.3758,94.3640,1003.7266
800.3567,94.2897,1003.7448
801.3376,94.2135,1003.7634
802.3185,94.1352,1003.7825
803.2994,94.0551,1003.8019
804.2803,93.9732,1003.8216
805.2611,93.8895,1003.8418
806.2420,93.8043,1003.8622
807.2229,93.7175,1003.8830
808.2038,93.6292,1003.9040
809.1847,93.5396,1003.9253
810.1656,93.4487,1003.9469
811.1465,93.3566,1003.9687
812.1274,93.2635,1003.9908
813.1083,93.1693,1004.0130
814.0892,93.0743,1004.0354
815.0701,92.9785,1004.0580
816.0510,92.8820,1004.0807
817.0318,92.7849,1004.1036
818.0127,92.6872,1004.1265
818.9936,92.5892,1004.1495
819.9745,92.4909,1004.1726
820.9554,92.3924,1004.1957
821.9363,92.2938,1004.2188
822.9172,92.1952,1004.2420
823.8981,92.0968,1004.2651
824.8790,91.9985,1004.2882
825.8599,91.9005,1004.3112
826.8408,91.8030,1004.3341
827.8217,91.7059,1004.3569
828.8025,91.6095,1004.3796
829.7834,91.5138,1004.4022
830.7643,91.4188,1004.4246
831.7452,91.3248,1004.4468
832.7261,91.2318,1004.4688
833.7070,91.1399,1004.4906
834.6879,91.0491,1004.5121
835.6688,90.9597,1004.5334
836.6497,90.8716,1004.5544
837.6306,90.7850,1004.5751
838.6115,90.6999,1004.5955
839.5924,90.6165,1004.6156
840.5732,90.5348,1004.6353
841.5541,90.4549,1004.6547
842.5350,90.3769,1004.6737
843.5159,90.3009,1004.6923
844.4968,90.2269,1004.7104
845.4777,90.1550,1004.7282
