X,Y,Z
691.4777,107.8487,1004.2362
692.4586,107.8151,1004.2296
693.4395,107.7794,1004.2225
694.4204,107.7416,1004.2147
695.4013,107.7018,1004.2063
696.3822,107.6600,1004.1974
697.3631,107.6163,1004.1879
698.3439,107.5707,1004.1778
699.3248,107.5233,1004.1672
700.3057,107.4740,1004.1561
701.2866,107.4231,1004.1445
702.2675,107.3704,1004.1324
703.2484,107.3161,1004.1198
704.2293,107.2602,1004.1067
705.2102,107.2028,1004.0932
706.1911,107.1440,1004.0793
707.1720,107.0837,1004.0650
708.1529,107.0221,1004.0503
709.1338,106.9592,1004.0352
710.1146,106.8951,1004.0197
711.0955,106.8299,1004.0039
712.0764,106.7636,1003.9878
713.0573,106.6962,1003.9714
714.0382,106.6279,1003.9548
715.0191,106.5588,1003.9378
716.0000,106.4888,1003.9207
716.9809,106.4181,1003.9033
717.9618,106.3468,1003.8858
718.9427,106.2749,1003.8680
719.9236,106.2024,1003.8501
720.9045,106.1295,1003.8321
721.8854,106.0563,1003.8140
722.8662,105.9827,1003.7958
723.8471,105.9090,1003.7776
724.8280,105.8351,1003.7592
725.8089,105.7611,1003.7409
726.7898,105.6872,1003.7226
727.7707,105.6134,1003.7043
728.7516,105.5397,1003.6861
729.7325,105.4662,1003.6679
730.7134,105.3931,1003.6498
731.6943,105.3204,1003.6319
732.6752,105.2481,1003.6140
733.6561,105.1764,1003.5964
734.6369,105.1053,1003.5789
735.6178,105.0348,1003.5616
736.5987,104.9652,1003.5445
737.5796,104.8963,1003.5277
738.5605,104.8284,1003.5111
739.5414,104.7614,1003.4948
740.5223,104.6955,1003.4788
741.5032,104.6307,1003.4632
742.4841,104.5670,1003.4479
743.4650,104.5046,1003.4329
744.4459,104.4435,1003.4183
745.4268,104.3838,1003.4041
746.4076,104.3255,1003.3904
747.3885,104.2686,1003.3771
748.3694,104.2133,1003.3642
749.3503,104.1597,1003.3518
750.3312,104.1076,1003.3398
751.3121,104.0573,1003.3284
752.2930,104.0087,1003.3175
753.2739,103.9620,1003.3071
754.2548,103.9171,1003.2972
755.2357,103.8741,1003.2879
756.2166,103.8331,1003.2792
757.1975,103.7940,1003.2711
758.1783,103.7570,1003.2635
759.1592,103.7220,1003.2566
760.1401,103.6892,1003.2502
761.1210,103.6585,1003.2445
762.1019,103.6299,1003.2394
763.0828,103.6036,1003.2350
764.0637,103.5795,1003.2312
765.0446,103.5576,1003.2280
766.0255,103.5380,1003.2256
767.0064,103.5207,1003.2238
767.9873,103.5057,1003.2226
768.9682,103.4931,1003.2222
769.9490,103.4828,1003.2224
770.9299,103.4748,1003.2233
771.9108,103.4692,1003.2249
772.8917,103.4659,1003.2272
773.8726,103.4650,1003.2302
774.8535,103.4665,1003.2339
775.8344,103.4703,1003.2382
776.8153,103.4766,1003.2433
777.7962,103.4851,1003.2490
778.7771,103.4960,1003.2554
779.7580,103.5093,1003.2625
780.7389,103.5248,1003.2703
781.7197,103.5427,1003.2787
782.7006,103.5629,1003.2878
783.6815,103.5853,1003.2976
784.6624,103.6100,1003.3081
785.6433,103.6369,1003.3191
786.6242,103.6660,1003.3308
787.6051,103.6972,1003.3432
788.5860,103.7306,1003.3562
789.5669,103.7661,1003.3697
790.5478,103.8036,1003.3839
791.5287,103.8431,1003.3987
792.5096,103.8847,1003.4140
793.4904,103.9281,1003.4299
794.4713,103.9735,1003.4464
795.4522,104.0207,1003.4634
796.4331,104.0697,1003.4809
797.4140,104.1205,1003.4989
798.3949,104.1729,1003.5175
799.3758,104.2270,1003.5365
800.3567,104.2827,1003.5559
801.3376,104.3399,1003.5759
802.3185,104.3986,1003.5962
803.2994,104.4587,1003.6170
804.2803,104.5201,1003.6381
805.2611,104.5828,1003.6596
806.2420,104.6468,1003.6815
807.2229,104.7119,1003.7037
808.2038,104.7781,1003.7263
809.1847,104.8453,1003.7491
810.1656,104.9135,1003.7722
811.1465,104.9825,1003.7956
812.1274,105.0524,1003.8192
813.1083,105.1230,1003.8430
814.0892,105.1943,1003.8670
815.0701,105.2661,1003.8912
816.0510,105.3385,1003.9155
817.0318,105.4114,1003.9400
818.0127,105.4846,1003.9646
818.9936,105.5581,1003.9892
819.9745,105.6318,1004.0140
820.9554,105.7057,1004.0387
821.9363,105.7796,1004.0635
822.9172,105.8536,1004.0883
823.8981,105.9274,1004.1131
824.8790,106.0011,1004.1378
825.8599,106.0746,1004.1625
826.8408,106.1478,1004.1870
827.8217,106.2206,1004.2115
828.8025,106.2929,1004.2358
829.7834,106.3647,1004.2600
830.7643,106.4359,1004.2840
831.7452,106.5064,1004.3078
832.7261,106.5762,1004.3313
833.7070,106.6451,1004.3547
834.6879,106.7132,1004.3778
835.6688,106.7802,1004.4006
836.6497,106.8463,1004.4230
837.6306,106.9113,1004.4452
838.6115,106.9751,1004.4671
839.5924,107.0376,1004.4885
840.5732,107.0989,1004.5096
841.5541,107.1588,1004.5303
842.5350,107.2173,1004.5506
843.5159,107.2743,1004.5705
844.4968,107.3298,1004.5899
845.4777,107.3837,1004.6088
846.4586,107.4360,1004.6273
847.4395,107.4865,1004.6453
848.4204,107.5353,1004.6627
849.4013,107.5823,1004.6797
850.3822,107.6274,1004.6961
851.3631,107.6706,1004.7119
852.3439,107.7119,1004.7272
853.3248,107.7512,1004.7419
854.3057,107.7885,1004.7560
855.2866,107.8237,1004.7695
856.2675,107.8568,1004.7824
857.2484,107.8878,1004.7946
858.2293,107.9166,1004.8063
859.2102,107.9432,1004.8173
860.1911,107.9676,1004.8276
861.1720,107.9898,1004.8373
862.1529,108.0096,1004.8463
863.1338,108.0272,1004.8547
864.1146,108.0425,1004.8624
865.0955,108.0555,1004.8694
866.0764,108.0661,1004.8757
867.0573,108.0744,1004.8814
868.0382,108.0803,1004.8863
869.0191,108.0838,1004.8906
100.0000,110.7800,1002.4568
100.9809,110.7784,1002.4597
101.9618,110.7737,1002.4620
102.9427,110.7658,1002.4636
103.9236,110.7548,1002.4647
104.9045,110.7406,1002.4650
105.8854,110.7233,1002.4648
106.8662,110.7030,1002.4639
107.8471,110.6795,1002.4624
108.8280,110.6530,1002.4603
109.8089,110.6235,1002.4576
110.7898,110.5910,1002.4543
111.7707,110.5555,1002.4503
112.7516,110.5171,1002.4458
113.7325,110.4757,1002.4407
114.7134,110.4316,1002.4350
115.6943,110.3846,1002.4288
116.6752,110.3349,1002.4220
117.6561,110.2825,1002.4147
118.6369,110.2275,1002.4068
119.6178,110.1699,1002.3984
120.5987,110.1097,1002.3895
121.5796,110.0470,1002.3801
122.5605,109.9820,1002.3702
123.5414,109.9146,1002.3598
124.5223,109.8450,1002.3490
125.5032,109.7731,1002.3378
126.4841,109.6991,1002.3261
127.4650,109.6231,1002.3140
128.4459,109.5451,1002.3014
129.4268,109.4652,1002.2886
130.4076,109.3835,1002.2753
131.3885,109.3001,1002.2617
132.3694,109.2150,1002.2478
133.3503,109.1284,1002.2335
134.3312,109.0403,1002.2190
135.3121,108.9509,1002.2042
136.2930,108.8601,1002.1891
137.2739,108.7682,1002.1738
138.2548,108.6752,1002.1583
139.2357,108.5812,1002.1425
140.2166,108.4862,1002.1266
141.1975,108.3905,1002.1105
142.1783,108.2941,1002.0943
143.1592,108.1970,1002.0779
144.1401,108.0995,1002.0615
145.1210,108.0015,1002.0449
146.1019,107.9032,1002.0284
147.0828,107.8048,1002.0117
148.0637,107.7062,1001.9951
149.0446,107.6076,1001.9784
150.0255,107.5091,1001.9618
151.0064,107.4108,1001.9451
151.9873,107.3128,1001.9286
152.9682,107.2151,1001.9121
153.9490,107.1180,1001.8958
154.9299,107.0215,1001.8795
155.9108,106.9257,1001.8634
156.8917,106.8307,1001.8475
157.8726,106.7365,1001.8317
158.8535,106.6434,1001.8162
159.8344,106.5513,1001.8008
160.8153,106.4604,1001.7857
161.7962,106.3708,1001.7709
162.7771,106.2825,1001.7563
163.7580,106.1957,1001.7420
164.7389,106.1105,1001.7280
165.7197,106.0268,1001.7144
166.7006,105.9449,1001.7011
167.6815,105.8648,1001.6882
168.6624,105.7865,1001.6756
169.6433,105.7103,1001.6635
170.6242,105.6360,1001.6517
171.6051,105.5639,1001.6404
172.5860,105.4940,1001.6295
173.5669,105.4263,1001.6191
174.5478,105.3610,1001.6091
175.5287,105.2980,1001.5997
176.5096,105.2375,1001.5907
177.4904,105.1796,1001.5822
178.4713,105.1242,1001.5743
179.4522,105.0715,1001.5669
180.4331,105.0214,1001.5600
181.4140,104.9741,1001.5537
182.3949,104.9296,1001.5480
183.3758,104.8880,1001.5428
184.3567,104.8492,1001.5382
185.3376,104.8133,1001.5342
186.3185,104.7804,1001.5308
187.2994,104.7505,1001.5280
188.2803,104.7236,1001.5258
189.2611,104.6998,1001.5243
190.2420,104.6790,1001.5233
191.2229,104.6614,1001.5230
192.2038,104.6468,1001.5233
193.1847,104.6354,1001.5242
194.1656,104.6271,1001.5258
195.1465,104.6220,1001.5280
196.1274,104.6200,1001.5308
197.1083,104.6212,1001.5343
198.0892,104.6255,1001.5384
199.0701,104.6330,1001.5432
200.0510,104.6437,1001.5485
201.0318,104.6574,1001.5546
202.0127,104.6743,1001.5612
202.9936,104.6943,1001.5685
203.9745,104.7174,1001.5764
204.9554,104.7435,1001.5849
205.9363,104.7727,1001.5940
206.9172,104.8048,1001.6037
207.8981,104.8399,1001.6141
208.8790,104.8780,1001.6250
209.8599,104.9189,1001.6365
210.8408,104.9627,1001.6485
211.8217,105.0093,1001.6612
212.8025,105.0587,1001.6744
213.7834,105.1108,1001.6881
214.7643,105.1655,1001.7024
215.7452,105.2228,1001.7172
216.7261,105.2827,1001.7325
217.7070,105.3450,1001.7483
218.6879,105.4097,1001.7647
219.6688,105.4768,1001.7814
220.6497,105.5462,1001.7987
221.6306,105.6178,1001.8164
222.6115,105.6915,1001.8345
223.5924,105.7673,1001.8530
224.5732,105.8450,1001.8719
225.5541,105.9247,1001.8912
226.5350,106.0062,1001.9109
227.5159,106.0894,1001.9310
228.4968,106.1743,1001.9513
229.4777,106.2607,1001.9720
230.4586,106.3486,1001.9930
231.4395,106.4379,1002.0142
232.4204,106.5285,1002.0357
233.4013,106.6202,1002.0575
234.3822,106.7131,1002.0795
235.3631,106.8070,1002.1017
236.3439,106.9018,1002.1241
237.3248,106.9975,1002.1466
238.3057,107.0938,1002.1693
239.2866,107.1908,1002.1921
240.2675,107.2883,1002.2150
241.2484,107.3862,1002.2380
242.2293,107.4845,1002.2611
243.2102,107.5829,1002.2842
244.1911,107.6815,1002.3073
245.1720,107.7801,1002.3304
246.1529,107.8786,1002.3536
247.1338,107.9770,1002.3766
248.1146,108.0750,1002.3997
249.0955,108.1727,1002.4226
250.0764,108.2699,1002.4455
251.0573,108.3665,1002.4682
252.0382,108.4624,1002.4908
253.0191,108.5575,1002.5132
254.0000,108.6518,1002.5355
254.9809,108.7451,1002.5575
255.9618,108.8373,1002.5794
256.9427,108.9283,1002.6010
257.9236,109.0181,1002.6224
258.9045,109.1065,1002.6434
259.8854,109.1935,1002.6642
260.8662,109.2790,1002.6847
261.8471,109.3628,1002.7049
262.8280,109.4450,1002.7247
263.8089,109.5253,1002.7441
264.7898,109.6038,1002.7632
265.7707,109.6803,1002.7819
266.7516,109.7548,1002.8002
267.7325,109.8272,1002.8180
268.7134,109.8974,1002.8354
269.6943,109.9654,1002.8524
270.6752,110.0310,1002.8689
271.6561,110.0943,1002.8849
272.6369,110.1550,1002.9004
273.6178,110.2133,1002.9154
274.5987,110.2690,1002.9299
275.5796,110.3221,1002.9438
276.5605,110.3725,1002.9572
277.5414,110.4201,1002.9701
278.5223,110.4650,1002.9823
279.5032,110.5070,1002.9941
280.4841,110.5461,1003.0052
281.4650,110.5824,1003.0157
282.4459,110.6156,1003.0257
283.4268,110.6459,1003.0350
284.4076,110.6732,1003.0438
285.3885,110.6974,1003.0519
286.3694,110.7185,1003.0594
287.3503,110.7366,1003.0663
288.3312,110.7515,1003.0725
289.3121,110.7633,1003.0782
290.2930,110.7720,1003.0832
291.2739,110.7775,1003.0875
292.2548,110.7799,1003.0912
293.2357,110.7791,1003.0943
294.2166,110.7752,1003.0967
295.1975,110.7681,1003.0985
296.1783,110.7578,1003.0997
297.1592,110.7445,1003.1003
298.1401,110.7280,1003.1002
299.1210,110.7084,1003.0994
300.1019,110.6857,1003.0981
301.0828,110.6599,1003.0961
302.0637,110.6312,1003.0936
303.0446,110.5994,1003.0904
304.0255,110.5646,1003.0866
305.0064,110.5269,1003.0822
305.9873,110.4863,1003.0773
306.9682,110.4429,1003.0718
307.9490,110.3966,1003.0657
308.9299,110.3476,1003.0590
309.9108,110.2959,1003.0518
310.8917,110.2415,1003.0441
311.8726,110.1845,1003.0358
312.8535,110.1250,1003.0270
313.8344,110.0629,1003.0177
314.8153,109.9985,1003.0080
315.7962,109.9317,1002.9977
316.7771,109.8626,1002.9870
317.7580,109.7913,1002.9759
318.7389,109.7178,1002.9643
319.7197,109.6423,1002.9523
320.7006,109.5648,1002.9399
321.6815,109.4854,1002.9271
322.6624,109.4041,1002.9139
323.6433,109.3211,1002.9004
324.6242,109.2364,1002.8865
325.6051,109.1502,1002.8724
326.5860,109.0625,1002.8579
327.5669,108.9734,1002.8432
328.5478,108.8829,1002.8281
329.5287,108.7913,1002.8129
330.5096,108.6985,1002.7974
331.4904,108.6048,1002.7817
332.4713,108.5101,1002.7658
333.4522,108.4145,1002.7498
334.4331,108.3182,1002.7336
335.4140,108.2213,1002.7173
336.3949,108.1239,1002.7009
337.3758,108.0260,1002.6843
338.3567,107.9278,1002.6678
339.3376,107.8294,1002.6511
340.3185,107.7308,1002.6345
341.2994,107.6322,1002.6178
342.2803,107.5337,1002.6012
343.2611,107.4353,1002.5845
344.2420,107.3372,1002.5680
345.2229,107.2395,1002.5515
346.2038,107.1422,1002.5351
347.1847,107.0456,1002.5188
348.1656,106.9496,1002.5027
349.1465,106.8543,1002.4867
350.1274,106.7600,1002.4709
351.1083,106.6666,1002.4553
352.0892,106.5742,1002.4399
353.0701,106.4830,1002.4247
354.0510,106.3931,1002.4098
355.0318,106.3045,1002.3952
356.0127,106.2173,1002.3808
356.9936,106.1316,1002.3668
357.9745,106.0476,1002.3530
358.9554,105.9652,1002.3396
359.9363,105.8846,1002.3266
360.9172,105.8059,1002.3140
361.8981,105.7291,1002.3017
362.8790,105.6544,1002.2899
363.8599,105.5817,1002.2784
364.8408,105.5112,1002.2674
365.8217,105.4430,1002.2569
366.8025,105.3771,1002.2468
367.7834,105.3135,1002.2372
368.7643,105.2524,1002.2282
369.7452,105.1938,1002.2196
370.7261,105.1378,1002.2115
371.7070,105.0844,1002.2040
372.6879,105.0337,1002.1970
373.6688,104.9857,1002.1905
374.6497,104.9405,1002.1846
375.6306,104.8981,1002.1793
376.6115,104.8586,1002.1746
377.5924,104.8220,1002.1704
378.5732,104.7884,1002.1669
379.5541,104.7577,1002.1639
380.5350,104.7301,1002.1616
381.5159,104.7055,1002.1599
382.4968,104.6839,1002.1587
383.4777,104.6655,1002.1583
384.4586,104.6502,1002.1584
385.4395,104.6380,1002.1592
386.4204,104.6289,1002.1606
387.4013,104.6230,1002.1626
388.3822,104.6202,1002.1653
389.3631,104.6206,1002.1686
390.3439,104.6242,1002.1726
391.3248,104.6309,1002.1772
392.3057,104.6407,1002.1824
393.2866,104.6537,1002.1882
394.2675,104.6698,1002.1947
395.2484,104.6890,1002.2019
396.2293,104.7113,1002.2096
397.2102,104.7367,1002.2179
398.1911,104.7651,1002.2269
399.1720,104.7965,1002.2365
400.1529,104.8309,1002.2467
401.1338,104.8682,1002.2574
402.1146,104.9084,1002.2688
403.0955,104.9515,1002.2807
404.0764,104.9974,1002.2932
405.0573,105.0461,1002.3063
406.0382,105.0975,1002.3199
407.0191,105.1516,1002.3340
408.0000,105.2082,1002.3487
408.9809,105.2675,1002.3639
409.9618,105.3292,1002.3796
410.9427,105.3933,1002.3958
411.9236,105.4598,1002.4124
412.9045,105.5287,1002.4296
413.8854,105.5997,1002.4471
414.8662,105.6729,1002.4652
415.8471,105.7482,1002.4836
416.8280,105.8254,1002.5024
417.8089,105.9046,1002.5216
418.7898,105.9856,1002.5412
419.7707,106.0684,1002.5612
420.7516,106.1529,1002.5814
421.7325,106.2389,1002.6020
422.7134,106.3265,1002.6230
423.6943,106.4154,1002.6441
424.6752,106.5057,1002.6656
425.6561,106.5972,1002.6873
426.6369,106.6898,1002.7092
427.6178,106.7835,1002.7314
428.5987,106.8781,1002.7537
429.5796,106.9735,1002.7762
430.5605,107.0697,1002.7988
431.5414,107.1665,1002.8216
432.5223,107.2639,1002.8445
433.5032,107.3617,1002.8675
434.4841,107.4599,1002.8905
435.4650,107.5583,1002.9136
436.4459,107.6569,1002.9368
437.4268,107.7555,1002.9599
438.4076,107.8540,1002.9830
439.3885,107.9524,1003.0061
440.3694,108.0505,1003.0292
441.3503,108.1483,1003.0521
442.3312,108.2456,1003.0750
443.3121,108.3424,1003.0978
444.2930,108.4385,1003.1204
445.2739,108.5338,1003.1429
446.2548,108.6283,1003.1652
447.2357,108.7218,1003.1873
448.2166,108.8143,1003.2092
449.1975,108.9057,1003.2309
450.1783,108.9958,1003.2523
451.1592,109.0845,1003.2735
452.1401,109.1719,1003.2943
453.1210,109.2578,1003.3149
454.1019,109.3420,1003.3351
455.0828,109.4246,1003.3550
456.0637,109.5054,1003.3746
457.0446,109.5843,1003.3937
458.0255,109.6614,1003.4125
459.0064,109.7364,1003.4309
459.9873,109.8093,1003.4489
460.9682,109.8801,1003.4664
461.9490,109.9486,1003.4834
462.9299,110.0148,1003.5000
463.9108,110.0787,1003.5162
464.8917,110.1401,1003.5318
465.8726,110.1990,1003.5469
466.8535,110.2553,1003.5615
467.8344,110.3091,1003.5756
468.8153,110.3601,1003.5892
469.7962,110.4085,1003.6021
470.7771,110.4540,1003.6146
471.7580,110.4968,1003.6264
472.7389,110.5366,1003.6377
473.7197,110.5736,1003.6484
474.7006,110.6076,1003.6585
475.6815,110.6386,1003.6680
476.6624,110.6667,1003.6769
477.6433,110.6916,1003.6852
478.6242,110.7135,1003.6928
479.6051,110.7324,1003.6999
480.5860,110.7481,1003.7063
481.5669,110.7607,1003.7121
482.5478,110.7701,1003.7172
483.5287,110.7764,1003.7217
484.5096,110.7796,1003.7256
485.4904,110.7796,1003.7288
486.4713,110.7764,1003.7314
487.4522,110.7701,1003.7334
488.4331,110.7607,1003.7347
489.4140,110.7481,1003.7354
490.3949,110.7324,1003.7355
491.3758,110.7135,1003.7349
492.3567,110.6916,1003.7337
493.3376,110.6667,1003.7319
494.3185,110.6386,1003.7295
495.2994,110.6076,1003.7265
496.2803,110.5736,1003.7229
497.2611,110.5366,1003.7186
498.2420,110.4968,1003.7138
499.2229,110.4540,1003.7084
500.2038,110.4085,1003.7025
501.1847,110.3601,1003.6960
502.1656,110.3091,1003.6889
503.1465,110.2553,1003.6813
504.1274,110.1990,1003.6732
505.1083,110.1401,1003.6645
506.0892,110.0787,1003.6554
507.0701,110.0148,1003.6457
508.0510,109.9486,1003.6356
509.0318,109.8801,1003.6250
510.0127,109.8093,1003.6139
510.9936,109.7364,1003.6025
511.9745,109.6614,1003.5906
512.9554,109.5843,1003.5782
513.9363,109.5054,1003.5656
514.9172,109.4246,1003.5525
515.8981,109.3420,1003.5391
516.8790,109.2578,1003.5253
517.8599,109.1719,1003.5112
518.8408,109.0845,1003.4968
519.8217,108.9958,1003.4821
520.8025,108.9057,1003.4672
521.7834,108.8143,1003.4520
522.7643,108.7218,1003.4365
523.7452,108.6283,1003.4209
524.7261,108.5338,1003.4051
525.7070,108.4385,1003.3891
526.6879,108.3424,1003.3729
527.6688,108.2456,1003.3566
528.6497,108.1483,1003.3402
529.6306,108.0505,1003.3237
530.6115,107.9524,1003.3072
531.5924,107.8540,1003.2905
532.5732,107.7555,1003.2739
533.5541,107.6569,1003.2572
534.5350,107.5583,1003.2406
535.5159,107.4599,1003.2239
536.4968,107.3617,1003.2074
537.4777,107.2639,1003.1909
538.4586,107.1665,1003.1744
539.4395,107.0697,1003.1581
540.4204,106.9735,1003.1420
541.4013,106.8781,1003.1259
542.3822,106.7835,1003.1101
543.3631,106.6898,1003.0944
544.3439,106.5972,1003.0790
545.3248,106.5057,1003.0637
546.3057,106.4154,1003.0488
547.2866,106.3265,1003.0340
548.2675,106.2389,1003.0196
549.2484,106.1529,1003.0055
550.2293,106.0684,1002.9917
551.2102,105.9856,1002.9782
552.1911,105.9046,1002.9651
553.1720,105.8254,1002.9523
554.1529,105.7482,1002.9400
555.1338,105.6729,1002.9280
556.1146,105.5997,1002.9165
557.0955,105.5287,1002.9054
558.0764,105.4598,1002.8947
559.0573,105.3933,1002.8846
560.0382,105.3292,1002.8749
561.0191,105.2675,1002.8656
562.0000,105.2082,1002.8569
562.9809,105.1516,1002.8487
563.9618,105.0975,1002.8410
564.9427,105.0461,1002.8339
565.9236,104.9974,1002.8273
566.9045,104.9515,1002.8213
567.8854,104.9084,1002.8158
568.8662,104.8682,1002.8109
569.8471,104.8309,1002.8067
570.8280,104.7965,1002.8030
571.8089,104.7651,1002.7999
572.7898,104.7367,1002.7974
573.7707,104.7113,1002.7955
574.7516,104.6890,1002.7942
575.7325,104.6698,1002.7936
576.7134,104.6537,1002.7936
577.6943,104.6407,1002.7942
578.6752,104.6309,1002.7954
579.6561,104.6242,1002.7973
580.6369,104.6206,1002.7998
581.6178,104.6202,1002.8030
582.5987,104.6230,1002.8068
583.5796,104.6289,1002.8112
584.5605,104.6380,1002.8163
585.5414,104.6502,1002.8220
586.5223,104.6655,1002.8283
587.5032,104.6839,1002.8353
588.4841,104.7055,1002.8428
589.4650,104.7301,1002.8510
590.4459,104.7577,1002.8599
591.4268,104.7884,1002.8693
592.4076,104.8220,1002.8793
593.3885,104.8586,1002.8899
594.3694,104.8981,1002.9011
595.3503,104.9405,1002.9129
596.3312,104.9857,1002.9253
597.3121,105.0337,1002.9382
598.2930,105.0844,1002.9517
599.2739,105.1378,1002.9657
600.2548,105.1938,1002.9802
601.2357,105.2524,1002.9953
602.2166,105.3135,1003.0109
603.1975,105.3771,1003.0269
604.1783,105.4430,1003.0435
605.1592,105.5112,1003.0605
606.1401,105.5817,1003.0780
607.1210,105.6544,1003.0959
608.1019,105.7291,1003.1142
609.0828,105.8059,1003.1329
610.0637,105.8846,1003.1520
611.0446,105.9652,1003.1715
612.0255,106.0476,1003.1914
613.0064,106.1316,1003.2116
613.9873,106.2173,1003.2321
614.9682,106.3045,1003.2529
615.9490,106.3931,1003.2741
616.9299,106.4830,1003.2955
617.9108,106.5742,1003.3171
618.8917,106.6666,1003.3390
619.8726,106.7600,1003.3611
620.8535,106.8543,1003.3833
621.8344,106.9496,1003.4058
622.8153,107.0456,1003.4284
623.7962,107.1422,1003.4512
624.7771,107.2395,1003.4740
625.7580,107.3372,1003.4970
626.7389,107.4353,1003.5200
627.7197,107.5337,1003.5431
628.7006,107.6322,1003.5662
629.6815,107.7308,1003.5894
630.6624,107.8294,1003.6125
631.6433,107.9278,1003.6356
632.6242,108.0260,1003.6587
633.6051,108.1239,1003.6816
634.5860,108.2213,1003.7046
635.5669,108.3182,1003.7273
636.5478,108.4145,1003.7500
637.5287,108.5101,1003.7725
638.5096,108.6048,1003.7949
639.4904,108.6985,1003.8170
640.4713,108.7913,1003.8390
641.4522,108.8829,1003.8607
642.4331,108.9734,1003.8822
643.4140,109.0625,1003.9034
644.3949,109.1502,1003.9244
645.3758,109.2364,1003.9450
646.3567,109.3211,1003.9653
647.3376,109.4041,1003.9853
648.3185,109.4854,1004.0050
649.2994,109.5648,1004.0242
650.2803,109.6423,1004.0431
651.2611,109.7178,1004.0616
652.2420,109.7913,1004.0797
653.2229,109.8626,1004.0973
654.2038,109.9317,1004.1145
655.1847,109.9985,1004.1312
656.1656,110.0629,1004.1474
657.1465,110.1250,1004.1632
658.1274,110.1845,1004.1784
659.1083,110.2415,1004.1932
660.0892,110.2959,1004.2074
661.0701,110.3476,1004.2211
662.0510,110.3966,1004.2342
663.0318,110.4429,1004.2468
664.0127,110.4863,1004.2588
664.9936,110.5269,1004.2702
665.9745,110.5646,1004.2810
666.9554,110.5994,1004.2913
667.9363,110.6312,1004.3009
668.9172,110.6599,1004.3100
669.8981,110.6857,1004.3184
670.8790,110.7084,1004.3262
671.8599,110.7280,1004.3334
672.8408,110.7445,1004.3400
673.8217,110.7578,1004.3459
674.8025,110.7681,1004.3512
675.7834,110.7752,1004.3559
676.7643,110.7791,1004.3599
677.7452,110.7799,1004.3633
678.7261,110.7775,1004.3661
679.7070,110.7720,1004.3682
680.6879,110.7633,1004.3697
681.6688,110.7515,1004.3706
682.6497,110.7366,1004.3708
683.6306,110.7185,1004.3704
684.6115,110.6974,1004.3693
685.5924,110.6732,1004.3677
686.5732,110.6459,1004.3654
687.5541,110.6156,1004.3626
688.5350,110.5824,1004.3591
689.5159,110.5461,1004.3550
690.4968,110.5070,1004.3503
691.4777,110.4650,1004.3451
692.4586,110.4201,1004.3393
693.4395,110.3725,1004.3329
694.4204,110.3221,1004.3260
695.4013,110.2690,1004.3185
696.3822,110.2133,1004.3105
697.3631,110.1550,1004.3020
698.3439,110.0943,1004.2929
699.3248,110.0310,1004.2834
700.3057,109.9654,1004.2734
701.2866,109.8974,1004.2629
702.2675,109.8272,1004.2520
703.2484,109.7548,1004.2406
704.2293,109.6803,1004.2288
705.2102,109.6038,1004.2166
706.1911,109.5253,1004.2040
707.1720,109.4450,1004.1910
708.1529,109.3628,1004.1777
709.1338,109.2790,1004.1640
710.1146,109.1935,1004.1500
711.0955,109.1065,1004.1357
712.0764,109.0181,1004.1211
713.0573,108.9283,1004.1062
714.0382,108.8373,1004.0910
715.0191,108.7451,1004.0757
716.0000,108.6518,1004.0601
716.9809,108.5575,1004.0443
717.9618,108.4624,1004.0283
718.9427,108.3665,1004.0122
719.9236,108.2699,1003.9960
720.9045,108.1727,1003.9796
721.8854,108.0750,1003.9631
722.8662,107.9770,1003.9466
723.8471,107.8786,1003.9299
724.8280,107.7801,1003.9133
725.8089,107.6815,1003.8966
726.7898,107.5829,1003.8800
727.7707,107.4845,1003.8633
728.7516,107.3862,1003.8468
729.7325,107.2883,1003.8302
730.7134,107.1908,1003.8138
731.6943,107.0938,1003.7975
732.6752,106.9975,1003.7812
733.6561,106.9018,1003.7652
734.6369,106.8070,1003.7493
735.6178,106.7131,1003.7336
736.5987,106.6202,1003.7181
737.5796,106.5285,1003.7028
738.5605,106.4379,1003.6877
739.5414,106.3486,1003.6729
740.5223,106.2607,1003.6584
741.5032,106.1743,1003.6442
742.4841,106.0894,1003.6303
743.4650,106.0062,1003.6168
744.4459,105.9247,1003.6036
745.4268,105.8450,1003.5907
746.4076,105.7673,1003.5783
747.3885,105.6915,1003.5662
748.3694,105.6178,1003.5546
749.3503,105.5462,1003.5434
750.3312,105.4768,1003.5326
751.3121,105.4097,1003.5223
752.2930,105.3450,1003.5125
753.2739,105.2827,1003.5031
754.2548,105.2228,1003.4943
755.2357,105.1655,1003.4860
756.2166,105.1108,1003.4782
757.1975,105.0587,1003.4709
758.1783,105.0093,1003.4642
759.1592,104.9627,1003.4580
760.1401,104.9189,1003.4524
761.1210,104.8780,1003.4474
762.1019,104.8399,1003.4429
763.0828,104.8048,1003.4391
764.0637,104.7727,1003.4358
765.0446,104.7435,1003.4332
766.0255,104.7174,1003.4311
767.0064,104.6943,1003.4297
767.9873,104.6743,1003.4289
768.9682,104.6574,1003.4288
769.9490,104.6437,1003.4292
770.9299,104.6330,1003.4303
771.9108,104.6255,1003.4320
772.8917,104.6212,1003.4344
773.8726,104.6200,1003.4374
774.8535,104.6220,1003.4410
775.8344,104.6271,1003.4453
776.8153,104.6354,1003.4502
777.7962,104.6468,1003.4557
