X,Y,Z,,
220.6497,91.6807,1003.0530,,
221.6306,91.5733,1003.0468,,
222.6115,91.4627,1003.0402,,
223.5924,91.3491,1003.0333,,
224.5732,91.2324,1003.0260,,
225.5541,91.1129,1003.0184,,
226.5350,90.9907,1003.0104,,
227.5159,90.8659,1003.0021,,
228.4968,90.7386,1002.9936,,
229.4777,90.6090,1002.9847,,
230.4586,90.4771,1002.9755,,
231.4395,90.3432,1002.9660,,
232.4204,90.2073,1002.9563,,
233.4013,90.0696,1002.9464,,
234.3822,89.9303,1002.9362,,
235.3631,89.7895,1002.9258,,
236.3439,89.6472,1002.9152,,
237.3248,89.5038,1002.9044,,
238.3057,89.3592,1002.8934,,
239.2866,89.2138,1002.8823,,
240.2675,89.0675,1002.8710,,
241.2484,88.9207,1002.8596,,
242.2293,88.7733,1002.8480,,
243.2102,88.6256,1002.8364,,
244.1911,88.4777,1002.8247,,
245.1720,88.3298,1002.8129,,
246.1529,88.1821,1002.8010,,
247.1338,88.0346,1002.7891,,
248.1146,87.8875,1002.7772,,
249.0955,87.7410,1002.7653,,
250.0764,87.5952,1002.7534,,
251.0573,87.4503,1002.7415,,
252.0382,87.3064,1002.7296,,
253.0191,87.1637,1002.7178,,
254.0000,87.0223,1002.7061,,
254.9809,86.8824,1002.6944,,
255.9618,86.7441,1002.6829,,
256.9427,86.6075,1002.6714,,
257.9236,86.4729,1002.6601,,
258.9045,86.3402,1002.6489,,
259.8854,86.2097,1002.6379,,
260.8662,86.0815,1002.6271,,
261.8471,85.9558,1002.6164,,
262.8280,85.8326,1002.6060,,
263.8089,85.7120,1002.5957,,
264.7898,85.5943,1002.5857,,
265.7707,85.4795,1002.5760,,
266.7516,85.3678,1002.5665,,
267.7325,85.2592,1002.5572,,
268.7134,85.1539,1002.5483,,
269.6943,85.0519,1002.5396,,
270.6752,84.9535,1002.5313,,
271.6561,84.8586,1002.5232,,
272.6369,84.7674,1002.5155,,
273.6178,84.6800,1002.5082,,
274.5987,84.5965,1002.5012,,
275.5796,84.5169,1002.4945,,
276.5605,84.4413,1002.4882,,
277.5414,84.3698,1002.4824,,
278.5223,84.3025,1002.4769,,
279.5032,84.2395,1002.4718,,
280.4841,84.1808,1002.4671,,
281.4650,84.1265,1002.4628,,
282.4459,84.0765,1002.4590,,
283.4268,84.0311,1002.4556,,
284.4076,83.9902,1002.4526,,
285.3885,83.9539,1002.4501,,
286.3694,83.9222,1002.4480,,
287.3503,83.8951,1002.4464,,
288.3312,83.8727,1002.4452,,
289.3121,83.8550,1002.4445,,
290.2930,83.8420,1002.4443,,
291.2739,83.8337,1002.4446,,
292.2548,83.8301,1002.4453,,
293.2357,83.8313,1002.4465,,
294.2166,83.8372,1002.4482,,
295.1975,83.8479,1002.4504,,
296.1783,83.8633,1002.4531,,
297.1592,83.8833,1002.4563,,
298.1401,83.9081,1002.4599,,
299.1210,83.9375,1002.4640,,
300.1019,83.9715,1002.4686,,
301.0828,84.0101,1002.4737,,
302.0637,84.0533,1002.4793,,
303.0446,84.1009,1002.4853,,
304.0255,84.1531,1002.4919,,
305.0064,84.2096,1002.4989,,
305.9873,84.2705,1002.5063,,
306.9682,84.3357,1002.5142,,
307.9490,84.4050,1002.5226,,
308.9299,84.4786,1002.5315,,
309.9108,84.5562,1002.5408,,
310.8917,84.6377,1002.5505,,
311.8726,84.7232,1002.5607,,
312.8535,84.8126,1002.5713,,
313.8344,84.9056,1002.5823,,
314.8153,85.0023,1002.5937,,
315.7962,85.1025,1002.6055,,
316.7771,85.2061,1002.6178,,
317.7580,85.3131,1002.6304,,
318.7389,85.4233,1002.6434,,
319.7197,85.5366,1002.6567,,
320.7006,85.6528,1002.6704,,
321.6815,85.7720,1002.6845,,
322.6624,85.8938,1002.6989,,
323.6433,86.0183,1002.7136,,
324.6242,86.1453,1002.7286,,
325.6051,86.2747,1002.7440,,
326.5860,86.4063,1002.7596,,
327.5669,86.5400,1002.7755,,
328.5478,86.6756,1002.7916,,
329.5287,86.8131,1002.8080,,
330.5096,86.9522,1002.8247,,
331.4904,87.0929,1002.8415,,
332.4713,87.2349,1002.8586,,
333.4522,87.3782,1002.8758,,
334.4331,87.5226,1002.8932,,
335.4140,87.6680,1002.9108,,
336.3949,87.8141,1002.9286,,
337.3758,87.9609,1002.9464,,
338.3567,88.1083,1002.9644,,
339.3376,88.2559,1002.9825,,
340.3185,88.4038,1003.0007,,
341.2994,88.5517,1003.0190,,
342.2803,88.6995,1003.0373,,
343.2611,88.8470,1003.0557,,
344.2420,88.9942,1003.0741,,
345.2229,89.1408,1003.0925,,
346.2038,89.2866,1003.1108,,
347.1847,89.4316,1003.1292,,
348.1656,89.5757,1003.1476,,
349.1465,89.7185,1003.1659,,
350.1274,89.8601,1003.1841,,
351.1083,90.0002,1003.2022,,
352.0892,90.1387,1003.2203,,
353.0701,90.2755,1003.2382,,
354.0510,90.4104,1003.2560,,
355.0318,90.5433,1003.2737,,
356.0127,90.6741,1003.2912,,
356.9936,90.8026,1003.3085,,
357.9745,90.9286,1003.3257,,
358.9554,91.0522,1003.3426,,
359.9363,91.1730,1003.3593,,
360.9172,91.2911,1003.3759,,
361.8981,91.4063,1003.3921,,
362.8790,91.5184,1003.4081,,
363.8599,91.6274,1003.4239,,
364.8408,91.7331,1003.4393,,
365.8217,91.8355,1003.4545,,
366.8025,91.9344,1003.4694,,
367.7834,92.0297,1003.4839,,
368.7643,92.1214,1003.4981,,
369.7452,92.2093,1003.5120,,
370.7261,92.2933,1003.5255,,
371.7070,92.3734,1003.5387,,
372.6879,92.4495,1003.5515,,
373.6688,92.5215,1003.5639,,
374.6497,92.5893,1003.5759,,
375.6306,92.6528,1003.5876,,
376.6115,92.7121,1003.5988,,
377.5924,92.7670,1003.6096,,
378.5732,92.8175,1003.6199,,
379.5541,92.8634,1003.6299,,
380.5350,92.9049,1003.6394,,
381.5159,92.9418,1003.6484,,
382.4968,92.9741,1003.6570,,
383.4777,93.0018,1003.6652,,
384.4586,93.0248,1003.6729,,
385.4395,93.0431,1003.6801,,
386.4204,93.0567,1003.6868,,
387.4013,93.0655,1003.6931,,
388.3822,93.0697,1003.6989,,
389.3631,93.0691,1003.7042,,
390.3439,93.0637,1003.7090,,
391.3248,93.0537,1003.7134,,
392.3057,93.0389,1003.7173,,
393.2866,93.0194,1003.7206,,
394.2675,92.9953,1003.7235,,
395.2484,92.9665,1003.7259,,
396.2293,92.9330,1003.7279,,
397.2102,92.8950,1003.7293,,
398.1911,92.8524,1003.7303,,
399.1720,92.8053,1003.7308,,
400.1529,92.7537,1003.7308,,
401.1338,92.6977,1003.7303,,
402.1146,92.6374,1003.7294,,
403.0955,92.5727,1003.7280,,
404.0764,92.5039,1003.7261,,
405.0573,92.4309,1003.7238,,
406.0382,92.3538,1003.7210,,
407.0191,92.2727,1003.7178,,
408.0000,92.1877,1003.7142,,
408.9809,92.0988,1003.7101,,
409.9618,92.0062,1003.7056,,
410.9427,91.9100,1003.7007,,
411.9236,91.8102,1003.6954,,
412.9045,91.7070,1003.6897,,
413.8854,91.6005,1003.6836,,
414.8662,91.4907,1003.6772,,
415.8471,91.3778,1003.6703,,
416.8280,91.2619,1003.6631,,
417.8089,91.1431,1003.6556,,
418.7898,91.0215,1003.6477,,
419.7707,90.8974,1003.6395,,
420.7516,90.7707,1003.6310,,
421.7325,90.6416,1003.6222,,
422.7134,90.5103,1003.6131,,
423.6943,90.3769,1003.6037,,
424.6752,90.2415,1003.5940,,
425.6561,90.1042,1003.5841,,
426.6369,89.9653,1003.5740,,
427.6178,89.8248,1003.5637,,
428.5987,89.6829,1003.5531,,
429.5796,89.5398,1003.5424,,
430.5605,89.3955,1003.5314,,
431.5414,89.2502,1003.5203,,
432.5223,89.1042,1003.5091,,
433.5032,88.9574,1003.4977,,
434.4841,88.8102,1003.4862,,
435.4650,88.6626,1003.4746,,
436.4459,88.5147,1003.4629,,
437.4268,88.3668,1003.4511,,
438.4076,88.2190,1003.4393,,
439.3885,88.0714,1003.4274,,
440.3694,87.9242,1003.4155,,
441.3503,87.7775,1003.4035,,
442.3312,87.6316,1003.3916,,
443.3121,87.4864,1003.3797,,
444.2930,87.3423,1003.3678,,
445.2739,87.1993,1003.3560,,
446.2548,87.0576,1003.3443,,
447.2357,86.9173,1003.3326,,
448.2166,86.7785,1003.3210,,
449.1975,86.6415,1003.3095,,
450.1783,86.5064,1003.2982,,
451.1592,86.3732,1003.2870,,
452.1401,86.2421,1003.2759,,
453.1210,86.1134,1003.2650,,
454.1019,85.9870,1003.2543,,
455.0828,85.8631,1003.2438,,
456.0637,85.7419,1003.2335,,
457.0446,85.6235,1003.2235,,
458.0255,85.5080,1003.2136,,
459.0064,85.3954,1003.2041,,
459.9873,85.2860,1003.1948,,
460.9682,85.1799,1003.1857,,
461.9490,85.0771,1003.1770,,
462.9299,84.9778,1003.1686,,
463.9108,84.8820,1003.1605,,
464.8917,84.7899,1003.1527,,
465.8726,84.7015,1003.1452,,
466.8535,84.6170,1003.1381,,
467.8344,84.5364,1003.1314,,
468.8153,84.4598,1003.1250,,
469.7962,84.3873,1003.1190,,
470.7771,84.3190,1003.1135,,
471.7580,84.2549,1003.1083,,
472.7389,84.1951,1003.1035,,
473.7197,84.1396,1003.0991,,
474.7006,84.0886,1003.0951,,
475.6815,84.0421,1003.0916,,
476.6624,84.0000,1003.0885,,
477.6433,83.9626,1003.0859,,
478.6242,83.9297,1003.0837,,
479.6051,83.9014,1003.0820,,
480.5860,83.8779,1003.0807,,
481.5669,83.8590,1003.0799,,
482.5478,83.8448,1003.0796,,
483.5287,83.8353,1003.0797,,
484.5096,83.8306,1003.0804,,
485.4904,83.8306,1003.0814,,
486.4713,83.8353,1003.0830,,
487.4522,83.8448,1003.0851,,
488.4331,83.8590,1003.0876,,
489.4140,83.8779,1003.0907,,
490.3949,83.9014,1003.0942,,
491.3758,83.9297,1003.0982,,
492.3567,83.9626,1003.1027,,
493.3376,84.0000,1003.1076,,
494.3185,84.0421,1003.1131,,
495.2994,84.0886,1003.1190,,
496.2803,84.1396,1003.1254,,
497.2611,84.1951,1003.1323,,
498.2420,84.2549,1003.1397,,
499.2229,84.3190,1003.1475,,
500.2038,84.3873,1003.1557,,
501.1847,84.4598,1003.1645,,
502.1656,84.5364,1003.1737,,
503.1465,84.6170,1003.1833,,
504.1274,84.7015,1003.1933,,
505.1083,84.7899,1003.2038,,
506.0892,84.8820,1003.2147,,
507.0701,84.9778,1003.2261,,
508.0510,85.0771,1003.2378,,
509.0318,85.1799,1003.2499,,
510.0127,85.2860,1003.2624,,
510.9936,85.3954,1003.2753,,
511.9745,85.5080,1003.2886,,
512.9554,85.6235,1003.3022,,
513.9363,85.7419,1003.3162,,
514.9172,85.8631,1003.3305,,
515.8981,85.9870,1003.3452,,
516.8790,86.1134,1003.3601,,
517.8599,86.2421,1003.3754,,
518.8408,86.3732,1003.3909,,
519.8217,86.5064,1003.4067,,
520.8025,86.6415,1003.4228,,
521.7834,86.7785,1003.4391,,
522.7643,86.9173,1003.4557,,
523.7452,87.0576,1003.4725,,
524.7261,87.1993,1003.4895,,
525.7070,87.3423,1003.5067,,
526.6879,87.4864,1003.5241,,
527.6688,87.6316,1003.5417,,
528.6497,87.7775,1003.5594,,
529.6306,87.9242,1003.5772,,
530.6115,88.0714,1003.5952,,
531.5924,88.2190,1003.6133,,
532.5732,88.3668,1003.6314,,
533.5541,88.5147,1003.6497,,
534.5350,88.6626,1003.6680,,
535.5159,88.8102,1003.6863,,
536.4968,88.9574,1003.7047,,
537.4777,89.1042,1003.7231,,
538.4586,89.2502,1003.7415,,
539.4395,89.3955,1003.7599,,
540.4204,89.5398,1003.7782,,
541.4013,89.6829,1003.7965,,
542.3822,89.8248,1003.8148,,
543.3631,89.9653,1003.8329,,
544.3439,90.1042,1003.8510,,
545.3248,90.2415,1003.8690,,
546.3057,90.3769,1003.8868,,
547.2866,90.5103,1003.9045,,
548.2675,90.6416,1003.9221,,
549.2484,90.7707,1003.9394,,
550.2293,90.8974,1003.9566,,
551.2102,91.0215,1003.9736,,
552.1911,91.1431,1003.9904,,
553.1720,91.2619,1004.0070,,
554.1529,91.3778,1004.0233,,
555.1338,91.4907,1004.0394,,
556.1146,91.6005,1004.0552,,
557.0955,91.7070,1004.0708,,
558.0764,91.8102,1004.0860,,
559.0573,91.9100,1004.1009,,
560.0382,92.0062,1004.1156,,
561.0191,92.0988,1004.1299,,
562.0000,92.1877,1004.1438,,
562.9809,92.2727,1004.1574,,
563.9618,92.3538,1004.1707,,
564.9427,92.4309,1004.1836,,
565.9236,92.5039,1004.1961,,
566.9045,92.5727,1004.2082,,
567.8854,92.6374,1004.2199,,
568.8662,92.6977,1004.2313,,
569.8471,92.7537,1004.2421,,
570.8280,92.8053,1004.2526,,
571.8089,92.8524,1004.2627,,
572.7898,92.8950,1004.2723,,
573.7707,92.9330,1004.2814,,
574.7516,92.9665,1004.2902,,
575.7325,92.9953,1004.2984,,
576.7134,93.0194,1004.3062,,
577.6943,93.0389,1004.3136,,
578.6752,93.0537,1004.3204,,
579.6561,93.0637,1004.3268,,
580.6369,93.0691,1004.3327,,
581.6178,93.0697,1004.3382,,
582.5987,93.0655,1004.3431,,
583.5796,93.0567,1004.3476,,
584.5605,93.0431,1004.3516,,
585.5414,93.0248,1004.3551,,
586.5223,93.0018,1004.3581,,
587.5032,92.9741,1004.3606,,
588.4841,92.9418,1004.3627,,
589.4650,92.9049,1004.3642,,
590.4459,92.8634,1004.3653,,
591.4268,92.8175,1004.3659,,
592.4076,92.7670,1004.3661,,
593.3885,92.7121,1004.3657,,
594.3694,92.6528,1004.3649,,
595.3503,92.5893,1004.3636,,
596.3312,92.5215,1004.3619,,
597.3121,92.4495,1004.3597,,
598.2930,92.3734,1004.3570,,
599.2739,92.2933,1004.3539,,
600.2548,92.2093,1004.3504,,
601.2357,92.1214,1004.3464,,
602.2166,92.0297,1004.3421,,
603.1975,91.9344,1004.3373,,
604.1783,91.8355,1004.3320,,
605.1592,91.7331,1004.3264,,
606.1401,91.6274,1004.3204,,
607.1210,91.5184,1004.3141,,
608.1019,91.4063,1004.3073,,
609.0828,91.2911,1004.3002,,
610.0637,91.1730,1004.2927,,
611.0446,91.0522,1004.2850,,
612.0255,90.9286,1004.2768,,
613.0064,90.8026,1004.2684,,
613.9873,90.6741,1004.2596,,
614.9682,90.5433,1004.2506,,
615.9490,90.4104,1004.2413,,
616.9299,90.2755,1004.2317,,
617.9108,90.1387,1004.2219,,
618.8917,90.0002,1004.2118,,
619.8726,89.8601,1004.2015,,
620.8535,89.7185,1004.1910,,
621.8344,89.5757,1004.1803,,
622.8153,89.4316,1004.1694,,
623.7962,89.2866,1004.1584,,
624.7771,89.1408,1004.1471,,
625.7580,88.9942,1004.1358,,
626.7389,88.8470,1004.1243,,
627.7197,88.6995,1004.1127,,
628.7006,88.5517,1004.1010,,
629.6815,88.4038,1004.0893,,
630.6624,88.2559,1004.0775,,
631.6433,88.1083,1004.0656,,
632.6242,87.9609,1004.0537,,
633.6051,87.8141,1004.0418,,
634.5860,87.6680,1004.0298,,
635.5669,87.5226,1004.0179,,
636.5478,87.3782,1004.0060,,
637.5287,87.2349,1003.9942,,
638.5096,87.0929,1003.9824,,
639.4904,86.9522,1003.9707,,
640.4713,86.8131,1003.9591,,
641.4522,86.6756,1003.9476,,
642.4331,86.5400,1003.9362,,
643.4140,86.4063,1003.9250,,
644.3949,86.2747,1003.9139,,
645.3758,86.1453,1003.9030,,
646.3567,86.0183,1003.8922,,
647.3376,85.8938,1003.8817,,
648.3185,85.7720,1003.8713,,
649.2994,85.6528,1003.8612,,
650.2803,85.5366,1003.8513,,
651.2611,85.4233,1003.8417,,
652.2420,85.3131,1003.8323,,
653.2229,85.2061,1003.8232,,
654.2038,85.1025,1003.8144,,
655.1847,85.0023,1003.8059,,
656.1656,84.9056,1003.7977,,
657.1465,84.8126,1003.7898,,
658.1274,84.7232,1003.7823,,
659.1083,84.6377,1003.7751,,
660.0892,84.5562,1003.7683,,
661.0701,84.4786,1003.7618,,
662.0510,84.4050,1003.7558,,
663.0318,84.3357,1003.7501,,
664.0127,84.2705,1003.7448,,
664.9936,84.2096,1003.7399,,
665.9745,84.1531,1003.7354,,
666.9554,84.1009,1003.7313,,
667.9363,84.0533,1003.7277,,
668.9172,84.0101,1003.7245,,
669.8981,83.9715,1003.7218,,
670.8790,83.9375,1003.7195,,
671.8599,83.9081,1003.7176,,
672.8408,83.8833,1003.7162,,
673.8217,83.8633,1003.7153,,
674.8025,83.8479,1003.7149,,
675.7834,83.8372,1003.7149,,
676.7643,83.8313,1003.7154,,
677.7452,83.8301,1003.7164,,
678.7261,83.8337,1003.7178,,
679.7070,83.8420,1003.7198,,
680.6879,83.8550,1003.7222,,
681.6688,83.8727,1003.7251,,
682.6497,83.8951,1003.7285,,
683.6306,83.9222,1003.7324,,
684.6115,83.9539,1003.7368,,
685.5924,83.9902,1003.7416,,
686.5732,84.0311,1003.7469,,
687.5541,84.0765,1003.7527,,
688.5350,84.1265,1003.7590,,
689.5159,84.1808,1003.7658,,
690.4968,84.2395,1003.7730,,
691.4777,84.3025,1003.7807,,
692.4586,84.3698,1003.7889,,
693.4395,84.4413,1003.7975,,
694.4204,84.5169,1003.8066,,
695.4013,84.5965,1003.8161,,
696.3822,84.6800,1003.8260,,
697.3631,84.7674,1003.8364,,
698.3439,84.8586,1003.8472,,
699.3248,84.9535,1003.8584,,
700.3057,85.0519,1003.8701,,
701.2866,85.1539,1003.8821,,
702.2675,85.2592,1003.8945,,
703.2484,85.3678,1003.9073,,
704.2293,85.4795,1003.9205,,
705.2102,85.5943,1003.9340,,
706.1911,85.7120,1003.9479,,
707.1720,85.8326,1003.9622,,
708.1529,85.9558,1003.9767,,
709.1338,86.0815,1003.9916,,
710.1146,86.2097,1004.0068,,
711.0955,86.3402,1004.0222,,
712.0764,86.4729,1004.0380,,
713.0573,86.6075,1004.0540,,
714.0382,86.7441,1004.0703,,
715.0191,86.8824,1004.0868,,
716.0000,87.0223,1004.1036,,
716.9809,87.1637,1004.1205,,
717.9618,87.3064,1004.1377,,
718.9427,87.4503,1004.1550,,
719.9236,87.5952,1004.1725,,
720.9045,87.7410,1004.1902,,
721.8854,87.8875,1004.2080,,
722.8662,88.0346,1004.2259,,
723.8471,88.1821,1004.2440,,
724.8280,88.3298,1004.2621,,
725.8089,88.4777,1004.2804,,
726.7898,88.6256,1004.2986,,
727.7707,88.7733,1004.3170,,
728.7516,88.9207,1004.3354,,
729.7325,89.0675,1004.3538,,
730.7134,89.2138,1004.3722,,
731.6943,89.3592,1004.3905,,
732.6752,89.5038,1004.4089,,
733.6561,89.6472,1004.4272,,
734.6369,89.7895,1004.4455,,
735.6178,89.9303,1004.4637,,
736.5987,90.0696,1004.4818,,
737.5796,90.2073,1004.4997,,
738.5605,90.3432,1004.5176,,
739.5414,90.4771,1004.5354,,
740.5223,90.6090,1004.5529,,
741.5032,90.7386,1004.5704,,
742.4841,90.8659,1004.5876,,
743.4650,90.9907,1004.6047,,
744.4459,91.1129,1004.6215,,
745.4268,91.2324,1004.6381,,
746.4076,91.3491,1004.6545,,
747.3885,91.4627,1004.6707,,
748.3694,91.5733,1004.6865,,
749.3503,91.6807,1004.7021,,
750.3312,91.7847,1004.7175,,
751.3121,91.8854,1004.7325,,
752.2930,91.9825,1004.7472,,
753.2739,92.0760,1004.7616,,
754.2548,92.1658,1004.7756,,
755.2357,92.2518,1004.7893,,
756.2166,92.3339,1004.8027,,
757.1975,92.4120,1004.8157,,
758.1783,92.4860,1004.8283,,
759.1592,92.5559,1004.8405,,
760.1401,92.6216,1004.8523,,
761.1210,92.6830,1004.8637,,
762.1019,92.7401,1004.8747,,
763.0828,92.7928,1004.8853,,
764.0637,92.8410,1004.8955,,
765.0446,92.8847,1004.9052,,
766.0255,92.9239,1004.9144,,
767.0064,92.9585,1004.9233,,
767.9873,92.9885,1004.9317,,
768.9682,93.0138,1004.9396,,
769.9490,93.0345,1004.9470,,
770.9299,93.0504,1004.9540,,
771.9108,93.0617,1004.9605,,
772.8917,93.0682,1004.9665,,
773.8726,93.0700,1004.9721,,
774.8535,93.0670,1004.9772,,
775.8344,93.0593,1004.9818,,
776.8153,93.0469,1004.9859,,
777.7962,93.0298,1004.9895,,
778.7771,93.0079,1004.9926,,
779.7580,92.9815,1004.9953,,
780.7389,92.9503,1004.9975,,
781.7197,92.9146,1004.9992,,
782.7006,92.8742,1005.0004,,
783.6815,92.8294,1005.0011,,
784.6624,92.7800,1005.0013,,
785.6433,92.7262,1005.0011,,
786.6242,92.6681,1005.0004,,
787.6051,92.6056,1004.9992,,
788.5860,92.5388,1004.9976,,
789.5669,92.4679,1004.9955,,
790.5478,92.3928,1004.9930,,
791.5287,92.3137,1004.9900,,
792.5096,92.2306,1004.9866,,
793.4904,92.1437,1004.9827,,
794.4713,92.0530,1004.9784,,
795.4522,91.9586,1004.9737,,
796.4331,91.8606,1004.9686,,
797.4140,91.7590,1004.9631,,
798.3949,91.6541,1004.9572,,
799.3758,91.5460,1004.9509,,
800.3567,91.4346,1004.9443,,
801.3376,91.3202,1004.9373,,
802.3185,91.2028,1004.9299,,
803.2994,91.0826,1004.9222,,
804.2803,90.9598,1004.9141,,
805.2611,90.8343,1004.9058,,
806.2420,90.7064,1004.8971,,
807.2229,90.5762,1004.8882,,
808.2038,90.4438,1004.8789,,
809.1847,90.3094,1004.8694,,
810.1656,90.1731,1004.8596,,
811.1465,90.0350,1004.8496,,
812.1274,89.8952,1004.8394,,
813.1083,89.7540,1004.8289,,
814.0892,89.6115,1004.8183,,
815.0701,89.4677,1004.8074,,
816.0510,89.3230,1004.7964,,
817.0318,89.1773,1004.7852,,
818.0127,89.0309,1004.7739,,
818.9936,88.8839,1004.7624,,
819.9745,88.7364,1004.7509,,
820.9554,88.5886,1004.7392,,
821.9363,88.4408,1004.7275,,
822.9172,88.2929,1004.7157,,
823.8981,88.1451,1004.7038,,
824.8790,87.9977,1004.6919,,
825.8599,87.8508,1004.6800,,
826.8408,87.7045,1004.6681,,
827.8217,87.5589,1004.6562,,
828.8025,87.4142,1004.6443,,
829.7834,87.2706,1004.6324,,
830.7643,87.1282,1004.6206,,
831.7452,86.9872,1004.6089,,
832.7261,86.8477,1004.5973,,
833.7070,86.7098,1004.5857,,
834.6879,86.5737,1004.5743,,
835.6688,86.4395,1004.5630,,
836.6497,86.3074,1004.5519,,
837.6306,86.1775,1004.5409,,
838.6115,86.0499,1004.5301,,
839.5924,85.9247,1004.5195,,
840.5732,85.8022,1004.5091,,
841.5541,85.6823,1004.4990,,
842.5350,85.5653,1004.4890,,
843.5159,85.4513,1004.4793,,
844.4968,85.3403,1004.4699,,
845.4777,85.2326,1004.4607,,
846.4586,85.1281,1004.4518,,
847.4395,85.0270,1004.4433,,
848.4204,84.9294,1004.4350,,
849.4013,84.8355,1004.4270,,
850.3822,84.7452,1004.4194,,
851.3631,84.6588,1004.4121,,
852.3439,84.5762,1004.4052,,
853.3248,84.4976,1004.3987,,
854.3057,84.4230,1004.3925,,
855.2866,84.3526,1004.3867,,
856.2675,84.2864,1004.3813,,
857.2484,84.2244,1004.3763,,
858.2293,84.1668,1004.3717,,
859.2102,84.1136,1004.3676,,
860.1911,84.0648,1004.3638,,
861.1720,84.0205,1004.3605,,
862.1529,83.9807,1004.3577,,
863.1338,83.9455,1004.3553,,
864.1146,83.9150,1004.3533,,
865.0955,83.8891,1004.3518,,
866.0764,83.8678,1004.3508,,
867.0573,83.8513,1004.3502,,
868.0382,83.8395,1004.3501,,
869.0191,83.8324,1004.3505,,
100.0000,86.5250,1001.4856,,
100.9809,86.5270,1001.4866,,
101.9618,86.5329,1001.4881,,
102.9427,86.5427,1001.4903,,
103.9236,86.5565,1001.4930,,
104.9045,86.5742,1001.4963,,
105.8854,86.5958,1001.5001,,
106.8662,86.6213,1001.5045,,
107.8471,86.6506,1001.5095,,
108.8280,86.6837,1001.5151,,
109.8089,86.7206,1001.5212,,
110.7898,86.7613,1001.5279,,
111.7707,86.8057,1001.5351,,
112.7516,86.8537,1001.5429,,
113.7325,86.9053,1001.5512,,
114.7134,86.9605,1001.5601,,
115.6943,87.0192,1001.5695,,
116.6752,87.0813,1001.5794,,
117.6561,87.1468,1001.5899,,
118.6369,87.2156,1001.6009,,
119.6178,87.2877,1001.6123,,
120.5987,87.3629,1001.6243,,
121.5796,87.4412,1001.6368,,
122.5605,87.5225,1001.6498,,
123.5414,87.6067,1001.6632,,
124.5223,87.6938,1001.6771,,
125.5032,87.7836,1001.6914,,
126.4841,87.8761,1001.7062,,
127.4650,87.9711,1001.7214,,
128.4459,88.0686,1001.7370,,
129.4268,88.1685,1001.7530,,
130.4076,88.2706,1001.7694,,
131.3885,88.3749,1001.7862,,
132.3694,88.4812,1001.8034,,
133.3503,88.5895,1001.8209,,
134.3312,88.6996,1001.8387,,
135.3121,88.8114,1001.8568,,
136.2930,88.9248,1001.8753,,
137.2739,89.0397,1001.8940,,
138.2548,89.1560,1001.9130,,
139.2357,89.2735,1001.9322,,
140.2166,89.3922,1001.9517,,
141.1975,89.5119,1001.9714,,
142.1783,89.6324,1001.9914,,
143.1592,89.7537,1002.0115,,
144.1401,89.8757,1002.0317,,
145.1210,89.9981,1002.0522,,
146.1019,90.1210,1002.0727,,
147.0828,90.2441,1002.0934,,
148.0637,90.3673,1002.1142,,
149.0446,90.4905,1002.1350,,
150.0255,90.6137,1002.1560,,
151.0064,90.7366,1002.1769,,
151.9873,90.8591,1002.1979,,
152.9682,90.9811,1002.2189,,
153.9490,91.1025,1002.2399,,
154.9299,91.2231,1002.2609,,
155.9108,91.3429,1002.2818,,
156.8917,91.4617,1002.3027,,
157.8726,91.5794,1002.3235,,
158.8535,91.6958,1002.3441,,
159.8344,91.8109,1002.3647,,
160.8153,91.9245,1002.3851,,
161.7962,92.0365,1002.4054,,
162.7771,92.1468,1002.4255,,
163.7580,92.2554,1002.4454,,
164.7389,92.3619,1002.4651,,
165.7197,92.4665,1002.4846,,
166.7006,92.5689,1002.5038,,
167.6815,92.6690,1002.5228,,
168.6624,92.7668,1002.5416,,
169.6433,92.8622,1002.5600,,
170.6242,92.9550,1002.5781,,
171.6051,93.0451,1002.5959,,
172.5860,93.1325,1002.6134,,
173.5669,93.2171,1002.6305,,
174.5478,93.2988,1002.6473,,
175.5287,93.3775,1002.6637,,
176.5096,93.4531,1002.6797,,
177.4904,93.5255,1002.6953,,
178.4713,93.5948,1002.7105,,
179.4522,93.6607,1002.7253,,
180.4331,93.7232,1002.7396,,
181.4140,93.7824,1002.7535,,
182.3949,93.8380,1002.7669,,
183.3758,93.8901,1002.7798,,
184.3567,93.9385,1002.7923,,
185.3376,93.9834,1002.8043,,
186.3185,94.0245,1002.8157,,
187.2994,94.0619,1002.8267,,
188.2803,94.0955,1002.8371,,
189.2611,94.1253,1002.8471,,
190.2420,94.1512,1002.8565,,
191.2229,94.1733,1002.8653,,
192.2038,94.1915,1002.8736,,
193.1847,94.2057,1002.8814,,
194.1656,94.2161,1002.8886,,
195.1465,94.2225,1002.8953,,
196.1274,94.2250,1002.9013,,
197.1083,94.2235,1002.9069,,
198.0892,94.2181,1002.9118,,
199.0701,94.2087,1002.9162,,
200.0510,94.1954,1002.9201,,
201.0318,94.1782,1002.9233,,
202.0127,94.1571,1002.9260,,
202.9936,94.1321,1002.9282,,
203.9745,94.1033,1002.9297,,
204.9554,94.0706,1002.9307,,
205.9363,94.0342,1002.9312,,
206.9172,93.9940,1002.9310,,
207.8981,93.9501,1002.9303,,
208.8790,93.9025,1002.9291,,
209.8599,93.8513,1002.9273,,
210.8408,93.7966,1002.9250,,
211.8217,93.7383,1002.9221,,
