X,Y,Z,,
417.8089,108.8569,1003.6556,,
418.7898,108.9785,1003.6477,,
419.7707,109.1026,1003.6395,,
420.7516,109.2293,1003.6310,,
421.7325,109.3584,1003.6222,,
422.7134,109.4897,1003.6131,,
423.6943,109.6231,1003.6037,,
424.6752,109.7585,1003.5940,,
425.6561,109.8958,1003.5841,,
426.6369,110.0347,1003.5740,,
427.6178,110.1752,1003.5637,,
428.5987,110.3171,1003.5531,,
429.5796,110.4602,1003.5424,,
430.5605,110.6045,1003.5314,,
431.5414,110.7498,1003.5203,,
432.5223,110.8958,1003.5091,,
433.5032,111.0426,1003.4977,,
434.4841,111.1898,1003.4862,,
435.4650,111.3374,1003.4746,,
436.4459,111.4853,1003.4629,,
437.4268,111.6332,1003.4511,,
438.4076,111.7810,1003.4393,,
439.3885,111.9286,1003.4274,,
440.3694,112.0758,1003.4155,,
441.3503,112.2225,1003.4035,,
442.3312,112.3684,1003.3916,,
443.3121,112.5136,1003.3797,,
444.2930,112.6577,1003.3678,,
445.2739,112.8007,1003.3560,,
446.2548,112.9424,1003.3443,,
447.2357,113.0827,1003.3326,,
448.2166,113.2215,1003.3210,,
449.1975,113.3585,1003.3095,,
450.1783,113.4936,1003.2982,,
451.1592,113.6268,1003.2870,,
452.1401,113.7579,1003.2759,,
453.1210,113.8866,1003.2650,,
454.1019,114.0130,1003.2543,,
455.0828,114.1369,1003.2438,,
456.0637,114.2581,1003.2335,,
457.0446,114.3765,1003.2235,,
458.0255,114.4920,1003.2136,,
459.0064,114.6046,1003.2041,,
459.9873,114.7140,1003.1948,,
460.9682,114.8201,1003.1857,,
461.9490,114.9229,1003.1770,,
462.9299,115.0222,1003.1686,,
463.9108,115.1180,1003.1605,,
464.8917,115.2101,1003.1527,,
465.8726,115.2985,1003.1452,,
466.8535,115.3830,1003.1381,,
467.8344,115.4636,1003.1314,,
468.8153,115.5402,1003.1250,,
469.7962,115.6127,1003.1190,,
470.7771,115.6810,1003.1135,,
471.7580,115.7451,1003.1083,,
472.7389,115.8049,1003.1035,,
473.7197,115.8604,1003.0991,,
474.7006,115.9114,1003.0951,,
475.6815,115.9579,1003.0916,,
476.6624,116.0000,1003.0885,,
477.6433,116.0374,1003.0859,,
478.6242,116.0703,1003.0837,,
479.6051,116.0986,1003.0820,,
480.5860,116.1221,1003.0807,,
481.5669,116.1410,1003.0799,,
482.5478,116.1552,1003.0796,,
483.5287,116.1647,1003.0797,,
484.5096,116.1694,1003.0804,,
485.4904,116.1694,1003.0814,,
486.4713,116.1647,1003.0830,,
487.4522,116.1552,1003.0851,,
488.4331,116.1410,1003.0876,,
489.4140,116.1221,1003.0907,,
490.3949,116.0986,1003.0942,,
491.3758,116.0703,1003.0982,,
492.3567,116.0374,1003.1027,,
493.3376,116.0000,1003.1076,,
494.3185,115.9579,1003.1131,,
495.2994,115.9114,1003.1190,,
496.2803,115.8604,1003.1254,,
497.2611,115.8049,1003.1323,,
498.2420,115.7451,1003.1397,,
499.2229,115.6810,1003.1475,,
500.2038,115.6127,1003.1557,,
501.1847,115.5402,1003.1645,,
502.1656,115.4636,1003.1737,,
503.1465,115.3830,1003.1833,,
504.1274,115.2985,1003.1933,,
505.1083,115.2101,1003.2038,,
506.0892,115.1180,1003.2147,,
507.0701,115.0222,1003.2261,,
508.0510,114.9229,1003.2378,,
509.0318,114.8201,1003.2499,,
510.0127,114.7140,1003.2624,,
510.9936,114.6046,1003.2753,,
511.9745,114.4920,1003.2886,,
512.9554,114.3765,1003.3022,,
513.9363,114.2581,1003.3162,,
514.9172,114.1369,1003.3305,,
515.8981,114.0130,1003.3452,,
516.8790,113.8866,1003.3601,,
517.8599,113.7579,1003.3754,,
518.8408,113.6268,1003.3909,,
519.8217,113.4936,1003.4067,,
520.8025,113.3585,1003.4228,,
521.7834,113.2215,1003.4391,,
522.7643,113.0827,1003.4557,,
523.7452,112.9424,1003.4725,,
524.7261,112.8007,1003.4895,,
525.7070,112.6577,1003.5067,,
526.6879,112.5136,1003.5241,,
527.6688,112.3684,1003.5417,,
528.6497,112.2225,1003.5594,,
529.6306,112.0758,1003.5772,,
530.6115,111.9286,1003.5952,,
531.5924,111.7810,1003.6133,,
532.5732,111.6332,1003.6314,,
533.5541,111.4853,1003.6497,,
534.5350,111.3374,1003.6680,,
535.5159,111.1898,1003.6863,,
536.4968,111.0426,1003.7047,,
537.4777,110.8958,1003.7231,,
538.4586,110.7498,1003.7415,,
539.4395,110.6045,1003.7599,,
540.4204,110.4602,1003.7782,,
541.4013,110.3171,1003.7965,,
542.3822,110.1752,1003.8148,,
543.3631,110.0347,1003.8329,,
544.3439,109.8958,1003.8510,,
545.3248,109.7585,1003.8690,,
546.3057,109.6231,1003.8868,,
547.2866,109.4897,1003.9045,,
548.2675,109.3584,1003.9221,,
549.2484,109.2293,1003.9394,,
550.2293,109.1026,1003.9566,,
551.2102,108.9785,1003.9736,,
552.1911,108.8569,1003.9904,,
553.1720,108.7381,1004.0070,,
554.1529,108.6222,1004.0233,,
555.1338,108.5093,1004.0394,,
556.1146,108.3995,1004.0552,,
557.0955,108.2930,1004.0708,,
558.0764,108.1898,1004.0860,,
559.0573,108.0900,1004.1009,,
560.0382,107.9938,1004.1156,,
561.0191,107.9012,1004.1299,,
562.0000,107.8123,1004.1438,,
562.9809,107.7273,1004.1574,,
563.9618,107.6462,1004.1707,,
564.9427,107.5691,1004.1836,,
565.9236,107.4961,1004.1961,,
566.9045,107.4273,1004.2082,,
567.8854,107.3626,1004.2199,,
568.8662,107.3023,1004.2313,,
569.8471,107.2463,1004.2421,,
570.8280,107.1947,1004.2526,,
571.8089,107.1476,1004.2627,,
572.7898,107.1050,1004.2723,,
573.7707,107.0670,1004.2814,,
574.7516,107.0335,1004.2902,,
575.7325,107.0047,1004.2984,,
576.7134,106.9806,1004.3062,,
577.6943,106.9611,1004.3136,,
578.6752,106.9463,1004.3204,,
579.6561,106.9363,1004.3268,,
580.6369,106.9309,1004.3327,,
581.6178,106.9303,1004.3382,,
582.5987,106.9345,1004.3431,,
583.5796,106.9433,1004.3476,,
584.5605,106.9569,1004.3516,,
585.5414,106.9752,1004.3551,,
586.5223,106.9982,1004.3581,,
587.5032,107.0259,1004.3606,,
588.4841,107.0582,1004.3627,,
589.4650,107.0951,1004.3642,,
590.4459,107.1366,1004.3653,,
591.4268,107.1825,1004.3659,,
592.4076,107.2330,1004.3661,,
593.3885,107.2879,1004.3657,,
594.3694,107.3472,1004.3649,,
595.3503,107.4107,1004.3636,,
596.3312,107.4785,1004.3619,,
597.3121,107.5505,1004.3597,,
598.2930,107.6266,1004.3570,,
599.2739,107.7067,1004.3539,,
600.2548,107.7907,1004.3504,,
601.2357,107.8786,1004.3464,,
602.2166,107.9703,1004.3421,,
603.1975,108.0656,1004.3373,,
604.1783,108.1645,1004.3320,,
605.1592,108.2669,1004.3264,,
606.1401,108.3726,1004.3204,,
607.1210,108.4816,1004.3141,,
608.1019,108.5937,1004.3073,,
609.0828,108.7089,1004.3002,,
610.0637,108.8270,1004.2927,,
611.0446,108.9478,1004.2850,,
612.0255,109.0714,1004.2768,,
613.0064,109.1974,1004.2684,,
613.9873,109.3259,1004.2596,,
614.9682,109.4567,1004.2506,,
615.9490,109.5896,1004.2413,,
616.9299,109.7245,1004.2317,,
617.9108,109.8613,1004.2219,,
618.8917,109.9998,1004.2118,,
619.8726,110.1399,1004.2015,,
620.8535,110.2815,1004.1910,,
621.8344,110.4243,1004.1803,,
622.8153,110.5684,1004.1694,,
623.7962,110.7134,1004.1584,,
624.7771,110.8592,1004.1471,,
625.7580,111.0058,1004.1358,,
626.7389,111.1530,1004.1243,,
627.7197,111.3005,1004.1127,,
628.7006,111.4483,1004.1010,,
629.6815,111.5962,1004.0893,,
630.6624,111.7441,1004.0775,,
631.6433,111.8917,1004.0656,,
632.6242,112.0391,1004.0537,,
633.6051,112.1859,1004.0418,,
634.5860,112.3320,1004.0298,,
635.5669,112.4774,1004.0179,,
636.5478,112.6218,1004.0060,,
637.5287,112.7651,1003.9942,,
638.5096,112.9071,1003.9824,,
639.4904,113.0478,1003.9707,,
640.4713,113.1869,1003.9591,,
641.4522,113.3244,1003.9476,,
642.4331,113.4600,1003.9362,,
643.4140,113.5937,1003.9250,,
644.3949,113.7253,1003.9139,,
645.3758,113.8547,1003.9030,,
646.3567,113.9817,1003.8922,,
647.3376,114.1062,1003.8817,,
648.3185,114.2280,1003.8713,,
649.2994,114.3472,1003.8612,,
650.2803,114.4634,1003.8513,,
651.2611,114.5767,1003.8417,,
652.2420,114.6869,1003.8323,,
653.2229,114.7939,1003.8232,,
654.2038,114.8975,1003.8144,,
655.1847,114.9977,1003.8059,,
656.1656,115.0944,1003.7977,,
657.1465,115.1874,1003.7898,,
658.1274,115.2768,1003.7823,,
659.1083,115.3623,1003.7751,,
660.0892,115.4438,1003.7683,,
661.0701,115.5214,1003.7618,,
662.0510,115.5950,1003.7558,,
663.0318,115.6643,1003.7501,,
664.0127,115.7295,1003.7448,,
664.9936,115.7904,1003.7399,,
665.9745,115.8469,1003.7354,,
666.9554,115.8991,1003.7313,,
667.9363,115.9467,1003.7277,,
668.9172,115.9899,1003.7245,,
669.8981,116.0285,1003.7218,,
670.8790,116.0625,1003.7195,,
671.8599,116.0919,1003.7176,,
672.8408,116.1167,1003.7162,,
673.8217,116.1367,1003.7153,,
674.8025,116.1521,1003.7149,,
675.7834,116.1628,1003.7149,,
676.7643,116.1687,1003.7154,,
677.7452,116.1699,1003.7164,,
678.7261,116.1663,1003.7178,,
679.7070,116.1580,1003.7198,,
680.6879,116.1450,1003.7222,,
681.6688,116.1273,1003.7251,,
682.6497,116.1049,1003.7285,,
683.6306,116.0778,1003.7324,,
684.6115,116.0461,1003.7368,,
685.5924,116.0098,1003.7416,,
686.5732,115.9689,1003.7469,,
687.5541,115.9235,1003.7527,,
688.5350,115.8735,1003.7590,,
689.5159,115.8192,1003.7658,,
690.4968,115.7605,1003.7730,,
691.4777,115.6975,1003.7807,,
692.4586,115.6302,1003.7889,,
693.4395,115.5587,1003.7975,,
694.4204,115.4831,1003.8066,,
695.4013,115.4035,1003.8161,,
696.3822,115.3200,1003.8260,,
697.3631,115.2326,1003.8364,,
698.3439,115.1414,1003.8472,,
699.3248,115.0465,1003.8584,,
700.3057,114.9481,1003.8701,,
701.2866,114.8461,1003.8821,,
702.2675,114.7408,1003.8945,,
703.2484,114.6322,1003.9073,,
704.2293,114.5205,1003.9205,,
705.2102,114.4057,1003.9340,,
706.1911,114.2880,1003.9479,,
707.1720,114.1674,1003.9622,,
708.1529,114.0442,1003.9767,,
709.1338,113.9185,1003.9916,,
710.1146,113.7903,1004.0068,,
711.0955,113.6598,1004.0222,,
712.0764,113.5271,1004.0380,,
713.0573,113.3925,1004.0540,,
714.0382,113.2559,1004.0703,,
715.0191,113.1176,1004.0868,,
716.0000,112.9777,1004.1036,,
716.9809,112.8363,1004.1205,,
717.9618,112.6936,1004.1377,,
718.9427,112.5497,1004.1550,,
719.9236,112.4048,1004.1725,,
720.9045,112.2590,1004.1902,,
721.8854,112.1125,1004.2080,,
722.8662,111.9654,1004.2259,,
723.8471,111.8179,1004.2440,,
724.8280,111.6702,1004.2621,,
725.8089,111.5223,1004.2804,,
726.7898,111.3744,1004.2986,,
727.7707,111.2267,1004.3170,,
728.7516,111.0793,1004.3354,,
729.7325,110.9325,1004.3538,,
730.7134,110.7862,1004.3722,,
731.6943,110.6408,1004.3905,,
732.6752,110.4962,1004.4089,,
733.6561,110.3528,1004.4272,,
734.6369,110.2105,1004.4455,,
735.6178,110.0697,1004.4637,,
736.5987,109.9304,1004.4818,,
737.5796,109.7927,1004.4997,,
738.5605,109.6568,1004.5176,,
739.5414,109.5229,1004.5354,,
740.5223,109.3910,1004.5529,,
741.5032,109.2614,1004.5704,,
742.4841,109.1341,1004.5876,,
743.4650,109.0093,1004.6047,,
744.4459,108.8871,1004.6215,,
745.4268,108.7676,1004.6381,,
746.4076,108.6509,1004.6545,,
747.3885,108.5373,1004.6707,,
748.3694,108.4267,1004.6865,,
749.3503,108.3193,1004.7021,,
750.3312,108.2153,1004.7175,,
751.3121,108.1146,1004.7325,,
752.2930,108.0175,1004.7472,,
753.2739,107.9240,1004.7616,,
754.2548,107.8342,1004.7756,,
755.2357,107.7482,1004.7893,,
756.2166,107.6661,1004.8027,,
757.1975,107.5880,1004.8157,,
758.1783,107.5140,1004.8283,,
759.1592,107.4441,1004.8405,,
760.1401,107.3784,1004.8523,,
761.1210,107.3170,1004.8637,,
762.1019,107.2599,1004.8747,,
763.0828,107.2072,1004.8853,,
764.0637,107.1590,1004.8955,,
765.0446,107.1153,1004.9052,,
766.0255,107.0761,1004.9144,,
767.0064,107.0415,1004.9233,,
767.9873,107.0115,1004.9317,,
768.9682,106.9862,1004.9396,,
769.9490,106.9655,1004.9470,,
770.9299,106.9496,1004.9540,,
771.9108,106.9383,1004.9605,,
772.8917,106.9318,1004.9665,,
773.8726,106.9300,1004.9721,,
774.8535,106.9330,1004.9772,,
775.8344,106.9407,1004.9818,,
776.8153,106.9531,1004.9859,,
777.7962,106.9702,1004.9895,,
778.7771,106.9921,1004.9926,,
779.7580,107.0185,1004.9953,,
780.7389,107.0497,1004.9975,,
781.7197,107.0854,1004.9992,,
782.7006,107.1258,1005.0004,,
783.6815,107.1706,1005.0011,,
784.6624,107.2200,1005.0013,,
785.6433,107.2738,1005.0011,,
786.6242,107.3319,1005.0004,,
787.6051,107.3944,1004.9992,,
788.5860,107.4612,1004.9976,,
789.5669,107.5321,1004.9955,,
790.5478,107.6072,1004.9930,,
791.5287,107.6863,1004.9900,,
792.5096,107.7694,1004.9866,,
793.4904,107.8563,1004.9827,,
794.4713,107.9470,1004.9784,,
795.4522,108.0414,1004.9737,,
796.4331,108.1394,1004.9686,,
797.4140,108.2410,1004.9631,,
798.3949,108.3459,1004.9572,,
799.3758,108.4540,1004.9509,,
800.3567,108.5654,1004.9443,,
801.3376,108.6798,1004.9373,,
802.3185,108.7972,1004.9299,,
803.2994,108.9174,1004.9222,,
804.2803,109.0402,1004.9141,,
805.2611,109.1657,1004.9058,,
806.2420,109.2936,1004.8971,,
807.2229,109.4238,1004.8882,,
808.2038,109.5562,1004.8789,,
809.1847,109.6906,1004.8694,,
810.1656,109.8269,1004.8596,,
811.1465,109.9650,1004.8496,,
812.1274,110.1048,1004.8394,,
813.1083,110.2460,1004.8289,,
814.0892,110.3885,1004.8183,,
815.0701,110.5323,1004.8074,,
816.0510,110.6770,1004.7964,,
817.0318,110.8227,1004.7852,,
818.0127,110.9691,1004.7739,,
818.9936,111.1161,1004.7624,,
819.9745,111.2636,1004.7509,,
820.9554,111.4114,1004.7392,,
821.9363,111.5592,1004.7275,,
822.9172,111.7071,1004.7157,,
823.8981,111.8549,1004.7038,,
824.8790,112.0023,1004.6919,,
825.8599,112.1492,1004.6800,,
826.8408,112.2955,1004.6681,,
827.8217,112.4411,1004.6562,,
828.8025,112.5858,1004.6443,,
829.7834,112.7294,1004.6324,,
830.7643,112.8718,1004.6206,,
831.7452,113.0128,1004.6089,,
832.7261,113.1523,1004.5973,,
833.7070,113.2902,1004.5857,,
834.6879,113.4263,1004.5743,,
835.6688,113.5605,1004.5630,,
836.6497,113.6926,1004.5519,,
837.6306,113.8225,1004.5409,,
838.6115,113.9501,1004.5301,,
839.5924,114.0753,1004.5195,,
840.5732,114.1978,1004.5091,,
841.5541,114.3177,1004.4990,,
842.5350,114.4347,1004.4890,,
843.5159,114.5487,1004.4793,,
844.4968,114.6597,1004.4699,,
845.4777,114.7674,1004.4607,,
846.4586,114.8719,1004.4518,,
847.4395,114.9730,1004.4433,,
848.4204,115.0706,1004.4350,,
849.4013,115.1645,1004.4270,,
850.3822,115.2548,1004.4194,,
851.3631,115.3412,1004.4121,,
852.3439,115.4238,1004.4052,,
853.3248,115.5024,1004.3987,,
854.3057,115.5770,1004.3925,,
855.2866,115.6474,1004.3867,,
856.2675,115.7136,1004.3813,,
857.2484,115.7756,1004.3763,,
858.2293,115.8332,1004.3717,,
859.2102,115.8864,1004.3676,,
860.1911,115.9352,1004.3638,,
861.1720,115.9795,1004.3605,,
862.1529,116.0193,1004.3577,,
863.1338,116.0545,1004.3553,,
864.1146,116.0850,1004.3533,,
865.0955,116.1109,1004.3518,,
866.0764,116.1322,1004.3508,,
867.0573,116.1487,1004.3502,,
868.0382,116.1605,1004.3501,,
869.0191,116.1676,1004.3505,,
100.0000,118.8650,1002.1942,,
100.9809,118.8622,1002.1959,,
101.9618,118.8540,1002.1980,,
102.9427,118.8402,1002.2005,,
103.9236,118.8209,1002.2034,,
104.9045,118.7961,1002.2066,,
105.8854,118.7659,1002.2103,,
106.8662,118.7302,1002.2143,,
107.8471,118.6892,1002.2188,,
108.8280,118.6428,1002.2236,,
109.8089,118.5911,1002.2288,,
110.7898,118.5342,1002.2343,,
111.7707,118.4721,1002.2403,,
112.7516,118.4048,1002.2466,,
113.7325,118.3326,1002.2533,,
114.7134,118.2553,1002.2604,,
115.6943,118.1731,1002.2678,,
116.6752,118.0862,1002.2756,,
117.6561,117.9945,1002.2838,,
118.6369,117.8981,1002.2923,,
119.6178,117.7973,1002.3011,,
120.5987,117.6920,1002.3103,,
121.5796,117.5823,1002.3198,,
122.5605,117.4685,1002.3297,,
123.5414,117.3506,1002.3398,,
124.5223,117.2287,1002.3503,,
125.5032,117.1029,1002.3611,,
126.4841,116.9735,1002.3722,,
127.4650,116.8404,1002.3835,,
128.4459,116.7039,1002.3952,,
129.4268,116.5641,1002.4071,,
130.4076,116.4211,1002.4193,,
131.3885,116.2752,1002.4318,,
132.3694,116.1263,1002.4445,,
133.3503,115.9747,1002.4574,,
134.3312,115.8206,1002.4706,,
135.3121,115.6640,1002.4839,,
136.2930,115.5052,1002.4975,,
137.2739,115.3444,1002.5113,,
138.2548,115.1816,1002.5252,,
139.2357,115.0170,1002.5394,,
140.2166,114.8509,1002.5536,,
141.1975,114.6834,1002.5681,,
142.1783,114.5146,1002.5827,,
143.1592,114.3448,1002.5974,,
144.1401,114.1741,1002.6122,,
145.1210,114.0026,1002.6271,,
146.1019,113.8307,1002.6421,,
147.0828,113.6583,1002.6572,,
148.0637,113.4858,1002.6724,,
149.0446,113.3132,1002.6876,,
150.0255,113.1409,1002.7029,,
151.0064,112.9688,1002.7182,,
151.9873,112.7973,1002.7335,,
152.9682,112.6265,1002.7488,,
153.9490,112.4565,1002.7641,,
154.9299,112.2876,1002.7794,,
155.9108,112.1199,1002.7947,,
156.8917,111.9536,1002.8099,,
157.8726,111.7889,1002.8251,,
158.8535,111.6259,1002.8402,,
159.8344,111.4648,1002.8552,,
160.8153,111.3057,1002.8701,,
161.7962,111.1489,1002.8849,,
162.7771,110.9944,1002.8996,,
163.7580,110.8425,1002.9142,,
164.7389,110.6933,1002.9286,,
165.7197,110.5469,1002.9429,,
166.7006,110.4036,1002.9571,,
167.6815,110.2634,1002.9710,,
168.6624,110.1264,1002.9848,,
169.6433,109.9930,1002.9983,,
170.6242,109.8630,1003.0117,,
171.6051,109.7368,1003.0248,,
172.5860,109.6144,1003.0378,,
173.5669,109.4960,1003.0505,,
174.5478,109.3817,1003.0629,,
175.5287,109.2715,1003.0751,,
176.5096,109.1657,1003.0870,,
177.4904,109.0642,1003.0987,,
178.4713,108.9673,1003.1100,,
179.4522,108.8750,1003.1211,,
180.4331,108.7875,1003.1319,,
181.4140,108.7047,1003.1423,,
182.3949,108.6268,1003.1525,,
183.3758,108.5539,1003.1623,,
184.3567,108.4861,1003.1718,,
185.3376,108.4233,1003.1810,,
186.3185,108.3657,1003.1899,,
187.2994,108.3134,1003.1983,,
188.2803,108.2663,1003.2065,,
189.2611,108.2246,1003.2143,,
190.2420,108.1883,1003.2217,,
191.2229,108.1574,1003.2287,,
192.2038,108.1319,1003.2354,,
193.1847,108.1120,1003.2417,,
194.1656,108.0975,1003.2477,,
195.1465,108.0885,1003.2532,,
196.1274,108.0850,1003.2584,,
197.1083,108.0871,1003.2632,,
198.0892,108.0947,1003.2676,,
199.0701,108.1078,1003.2717,,
200.0510,108.1264,1003.2753,,
201.0318,108.1505,1003.2786,,
202.0127,108.1801,1003.2814,,
202.9936,108.2150,1003.2839,,
203.9745,108.2554,1003.2860,,
204.9554,108.3011,1003.2877,,
205.9363,108.3521,1003.2891,,
206.9172,108.4084,1003.2900,,
207.8981,108.4699,1003.2906,,
208.8790,108.5365,1003.2908,,
209.8599,108.6081,1003.2906,,
210.8408,108.6848,1003.2900,,
211.8217,108.7663,1003.2891,,
212.8025,108.8527,1003.2878,,
213.7834,108.9438,1003.2862,,
214.7643,109.0396,1003.2842,,
215.7452,109.1399,1003.2819,,
216.7261,109.2446,1003.2792,,
217.7070,109.3537,1003.2762,,
218.6879,109.4670,1003.2729,,
219.6688,109.5845,1003.2693,,
220.6497,109.7059,1003.2653,,
221.6306,109.8311,1003.2610,,
222.6115,109.9601,1003.2564,,
223.5924,110.0928,1003.2516,,
224.5732,110.2288,1003.2464,,
225.5541,110.3682,1003.2410,,
226.5350,110.5108,1003.2353,,
227.5159,110.6564,1003.2294,,
228.4968,110.8049,1003.2232,,
229.4777,110.9562,1003.2168,,
230.4586,111.1100,1003.2101,,
231.4395,111.2663,1003.2032,,
232.4204,111.4248,1003.1962,,
233.4013,111.5854,1003.1889,,
234.3822,111.7480,1003.1814,,
235.3631,111.9123,1003.1738,,
236.3439,112.0782,1003.1660,,
237.3248,112.2456,1003.1580,,
238.3057,112.4142,1003.1500,,
239.2866,112.5839,1003.1417,,
240.2675,112.7545,1003.1334,,
241.2484,112.9259,1003.1250,,
242.2293,113.0978,1003.1164,,
243.2102,113.2701,1003.1078,,
244.1911,113.4426,1003.0991,,
245.1720,113.6152,1003.0904,,
246.1529,113.7876,1003.0816,,
247.1338,113.9597,1003.0728,,
248.1146,114.1313,1003.0639,,
249.0955,114.3022,1003.0551,,
250.0764,114.4723,1003.0463,,
251.0573,114.6413,1003.0374,,
252.0382,114.8092,1003.0286,,
253.0191,114.9757,1003.0199,,
254.0000,115.1406,1003.0112,,
254.9809,115.3038,1003.0026,,
255.9618,115.4652,1002.9940,,
256.9427,115.6245,1002.9855,,
257.9236,115.7817,1002.9772,,
258.9045,115.9364,1002.9689,,
259.8854,116.0886,1002.9608,,
260.8662,116.2382,1002.9528,,
261.8471,116.3849,1002.9450,,
262.8280,116.5287,1002.9373,,
263.8089,116.6693,1002.9298,,
264.7898,116.8066,1002.9225,,
265.7707,116.9405,1002.9154,,
266.7516,117.0709,1002.9085,,
267.7325,117.1976,1002.9018,,
268.7134,117.3205,1002.8953,,
269.6943,117.4394,1002.8891,,
270.6752,117.5543,1002.8831,,
271.6561,117.6649,1002.8773,,
272.6369,117.7713,1002.8718,,
273.6178,117.8733,1002.8666,,
274.5987,117.9708,1002.8617,,
275.5796,118.0637,1002.8571,,
276.5605,118.1518,1002.8527,,
277.5414,118.2352,1002.8487,,
278.5223,118.3137,1002.8450,,
279.5032,118.3872,1002.8416,,
280.4841,118.4557,1002.8385,,
281.4650,118.5191,1002.8358,,
282.4459,118.5774,1002.8334,,
283.4268,118.6304,1002.8313,,
284.4076,118.6781,1002.8296,,
285.3885,118.7204,1002.8282,,
286.3694,118.7575,1002.8272,,
287.3503,118.7890,1002.8266,,
288.3312,118.8152,1002.8263,,
289.3121,118.8358,1002.8265,,
290.2930,118.8510,1002.8269,,
291.2739,118.8607,1002.8278,,
292.2548,118.8648,1002.8291,,
293.2357,118.8634,1002.8307,,
294.2166,118.8565,1002.8327,,
295.1975,118.8441,1002.8351,,
296.1783,118.8262,1002.8379,,
297.1592,118.8028,1002.8410,,
298.1401,118.7739,1002.8446,,
299.1210,118.7396,1002.8485,,
300.1019,118.6999,1002.8529,,
301.0828,118.6549,1002.8576,,
302.0637,118.6045,1002.8627,,
303.0446,118.5489,1002.8682,,
304.0255,118.4881,1002.8740,,
305.0064,118.4221,1002.8803,,
305.9873,118.3511,1002.8869,,
306.9682,118.2751,1002.8938,,
307.9490,118.1941,1002.9012,,
308.9299,118.1083,1002.9089,,
309.9108,118.0178,1002.9169,,
310.8917,117.9226,1002.9254,,
311.8726,117.8229,1002.9341,,
312.8535,117.7187,1002.9432,,
313.8344,117.6101,1002.9527,,
314.8153,117.4973,1002.9624,,
315.7962,117.3804,1002.9725,,
316.7771,117.2595,1002.9829,,
317.7580,117.1347,1002.9936,,
318.7389,117.0062,1003.0046,,
319.7197,116.8740,1003.0159,,
320.7006,116.7384,1003.0275,,
321.6815,116.5994,1003.0394,,
322.6624,116.4572,1003.0515,,
323.6433,116.3119,1003.0639,,
324.6242,116.1638,1003.0765,,
325.6051,116.0129,1003.0894,,
326.5860,115.8593,1003.1025,,
327.5669,115.7034,1003.1158,,
328.5478,115.5451,1003.1293,,
329.5287,115.3848,1003.1431,,
330.5096,115.2224,1003.1570,,
331.4904,115.0583,1003.1711,,
332.4713,114.8926,1003.1853,,
333.4522,114.7254,1003.1997,,
334.4331,114.5569,1003.2143,,
335.4140,114.3874,1003.2289,,
336.3949,114.2168,1003.2437,,
337.3758,114.0456,1003.2586,,
338.3567,113.8737,1003.2736,,
339.3376,113.7014,1003.2887,,
340.3185,113.5289,1003.3039,,
341.2994,113.3564,1003.3191,,
342.2803,113.1839,1003.3343,,
343.2611,113.0118,1003.3496,,
344.2420,112.8401,1003.3649,,
345.2229,112.6691,1003.3802,,
346.2038,112.4989,1003.3956,,
347.1847,112.3298,1003.4109,,
348.1656,112.1617,1003.4261,,
349.1465,111.9951,1003.4414,,
350.1274,111.8299,1003.4565,,
351.1083,111.6665,1003.4716,,
352.0892,111.5049,1003.4867,,
353.0701,111.3453,1003.5016,,
354.0510,111.1879,1003.5165,,
355.0318,111.0328,1003.5312,,
356.0127,110.8802,1003.5458,,
356.9936,110.7303,1003.5603,,
357.9745,110.5833,1003.5746,,
358.9554,110.4391,1003.5888,,
359.9363,110.2981,1003.6028,,
360.9172,110.1604,1003.6166,,
361.8981,110.0260,1003.6302,,
362.8790,109.8952,1003.6436,,
363.8599,109.7680,1003.6568,,
364.8408,109.6447,1003.6698,,
365.8217,109.5252,1003.6826,,
366.8025,109.4099,1003.6951,,
367.7834,109.2987,1003.7073,,
368.7643,109.1917,1003.7193,,
369.7452,109.0892,1003.7310,,
370.7261,108.9911,1003.7425,,
371.7070,108.8977,1003.7536,,
372.6879,108.8089,1003.7645,,
373.6688,108.7249,1003.7750,,
374.6497,108.6458,1003.7852,,
375.6306,108.5717,1003.7952,,
376.6115,108.5025,1003.8047,,
377.5924,108.4385,1003.8140,,
378.5732,108.3796,1003.8229,,
379.5541,108.3260,1003.8315,,
380.5350,108.2776,1003.8397,,
381.5159,108.2346,1003.8476,,
382.4968,108.1969,1003.8551,,
383.4777,108.1646,1003.8623,,
384.4586,108.1378,1003.8690,,
385.4395,108.1164,1003.8755,,
386.4204,108.1006,1003.8815,,
387.4013,108.0902,1003.8871,,
388.3822,108.0854,1003.8924,,
389.3631,108.0861,1003.8973,,
390.3439,108.0923,1003.9018,,
391.3248,108.1040,1003.9059,,
392.3057,108.1213,1003.9097,,
393.2866,108.1440,1003.9130,,
394.2675,108.1722,1003.9160,,
395.2484,108.2058,1003.9186,,
396.2293,108.2448,1003.9208,,
397.2102,108.2892,1003.9226,,
398.1911,108.3389,1003.9240,,
399.1720,108.3939,1003.9251,,
400.1529,108.4540,1003.9257,,
401.1338,108.5194,1003.9260,,
402.1146,108.5897,1003.9259,,
403.0955,108.6652,1003.9255,,
404.0764,108.7455,1003.9246,,
405.0573,108.8307,1003.9235,,
406.0382,108.9206,1003.9219,,
407.0191,109.0152,1003.9200,,
408.0000,109.1144,1003.9178,,
408.9809,109.2180,1003.9152,,
